vehicle_id,vehicle_type,operator,line,speed,occupancy
1030,bus,6,581,2.56,0
1409,bus,22,68,6.4,0
463,bus,6,935,3.45,0
1022,bus,22,259,21.33,0
1108,bus,6,964,0.0,0
1008,train,90,636,18.11,0
1159,bus,22,1072,10.17,0
1017,bus,6,678,0.25,0
447,tram,40,992,1.39,0
1085,bus,6,86,8.01,0
121,tram,40,40,4.63,0
1025,bus,6,678,20.62,0
1216,bus,22,945,6.44,0
1804,bus,12,354,7.7,0
1096,bus,22,1039,9.01,0
979,bus,22,657,2.42,0
1096,bus,22,1039,8.59,0
694,bus,6,1094,10.29,0
258,bus,6,1111,8.06,0
1372,bus,22,110,8.28,0
1535,bus,12,91,10.33,0
447,tram,40,992,0.21,0
480,bus,6,942,1.23,0
1165,bus,22,1108,11.94,0
444,bus,6,911,3.74,0
226,bus,6,72,9.19,0
444,bus,6,911,6.22,0
3,bus,17,1095,1.57,0
946,bus,22,237,6.87,0
946,bus,22,237,7.49,0
1076,bus,6,973,18.8,0
415,tram,40,34,1.18,0
1216,bus,22,945,5.88,0
1216,bus,22,945,6.6,0
6301,train,90,286,22.42,0
1330,bus,12,810,9.71,0
1926,bus,12,226,3.67,0
479,bus,6,942,7.41,0
16,bus,17,100,7.15,0
1218,bus,22,945,0.0,0
97,tram,40,30,3.7,0
1064,train,90,292,17.65,0
1538,bus,12,226,7.69,0
1287,bus,22,259,6.02,0
1108,bus,6,964,8.43,0
1004,bus,22,875,8.39,0
1159,bus,22,1072,0.85,0
1159,bus,22,1072,15.04,0
421,tram,40,1145,11.01,0
638,bus,6,221,0.57,0
1372,bus,22,110,14.56,0
447,tram,40,992,0.72,0
1820,bus,12,1113,0.42,0
1277,bus,22,59,5.46,0
1410,bus,12,824,22.6,0
1059,train,90,279,1.08,0
1111,bus,22,1108,16.38,0
1057,bus,22,64,2.58,0
2234,bus,12,810,8.33,0
470,tram,40,31,3.34,0
249,bus,6,1041,13.17,0
6301,train,90,286,20.16,0
1404,bus,22,624,9.39,0
265,bus,6,1111,0.0,0
443,tram,40,32,5.2,0
1348,bus,22,123,6.48,0
1045,train,90,292,1.54,0
1409,bus,22,68,0.17,0
1539,bus,12,771,6.71,0
1022,bus,22,259,21.22,0
1108,bus,6,964,3.54,0
1240,bus,22,51,0.01,0
1017,bus,22,875,12.64,0
474,bus,6,459,7.15,0
1362,bus,22,117,8.7,0
1519,bus,12,1109,10.35,0
1096,bus,22,1039,8.64,0
1057,train,90,636,11.32,0
1831,bus,12,1113,4.72,0
1064,train,90,292,16.05,0
1825,bus,12,1109,0.13,0
1825,bus,12,1109,7.32,0
1412,bus,22,68,1.7,0
2258,bus,12,133,9.88,0
12,bus,12,771,6.69,0
1402,bus,22,245,6.96,0
407,tram,40,992,3.19,0
667,bus,47,44,2.86,0
1108,bus,6,964,4.09,0
1412,bus,22,68,5.59,0
1004,bus,22,875,6.56,0
1535,bus,12,91,10.96,0
1033,train,90,636,12.55,0
943,bus,6,77,4.3,0
1168,bus,22,786,8.54,0
480,bus,6,942,2.11,0
249,bus,6,1041,13.38,0
6301,train,90,286,19.83,0
662,bus,6,369,12.6,0
1250,bus,22,62,8.3,0
1085,bus,6,86,1.4,0
444,bus,6,911,6.2,0
925,bus,22,94,9.93,0
1076,bus,6,973,16.82,0
1076,bus,6,973,13.47,0
1213,bus,12,825,4.79,0
2260,bus,12,138,11.79,0
1075,train,90,292,2.06,0
1538,bus,12,226,5.44,0
415,tram,40,34,4.89,0
1526,bus,12,785,13.02,0
1410,bus,12,824,1.36,0
1405,bus,22,244,6.78,0
1168,bus,22,786,10.96,0
628,tram,40,1142,11.2,0
1003,train,90,288,0.31,0
211,bus,6,759,4.76,0
1052,train,90,288,2.98,0
1409,bus,22,68,5.84,0
1020,bus,22,259,0.79,0
1064,train,90,292,15.64,0
405,tram,40,39,7.2,0
935,bus,6,77,16.52,0
1277,bus,22,59,9.87,0
1375,bus,22,123,9.77,0
623,tram,40,1142,10.66,0
226,bus,6,72,6.15,0
455,tram,40,992,4.06,0
458,tram,40,32,5.76,0
458,tram,40,32,6.07,0
1165,bus,22,1108,5.32,0
943,bus,6,77,4.64,0
424,bus,6,938,8.75,0
444,bus,6,911,7.58,0
2406,bus,12,743,16.06,0
1358,bus,22,539,6.12,0
466,bus,6,1042,6.05,0
1538,bus,12,226,8.23,0
1539,bus,12,771,11.78,0
1051,bus,6,1110,14.82,0
1833,bus,12,743,10.85,0
1159,bus,22,1072,8.37,0
1159,bus,22,1072,6.52,0
1375,bus,22,123,11.47,0
1168,bus,22,786,3.81,0
1240,bus,22,51,9.64,0
1832,bus,12,1113,18.15,0
979,bus,22,657,5.35,0
1701,bus,12,79,7.97,0
1519,bus,12,1109,8.73,0
1409,bus,22,68,0.45,0
1831,bus,12,1113,5.98,0
414,bus,6,102,9.27,0
949,bus,22,237,10.49,0
405,tram,40,39,1.59,0
1032,train,90,292,30.92,0
667,bus,47,44,0.33,0
1205,bus,22,94,1.23,0
949,bus,22,237,5.03,0
638,bus,6,221,5.76,0
1099,bus,22,860,6.74,0
932,bus,22,875,7.28,0
1059,train,90,279,21.4,0
226,bus,6,72,3.12,0
1044,bus,6,369,9.98,0
444,bus,6,911,9.33,0
1003,bus,6,581,8.44,0
483,bus,6,866,6.03,0
1914,bus,12,1109,0.0,0
1926,bus,12,226,6.37,0
1832,bus,12,1113,16.59,0
463,bus,6,935,2.31,0
1538,bus,12,226,4.77,0
1090,bus,6,102,1.98,0
1287,bus,22,259,8.71,0
1090,bus,6,102,3.92,0
421,tram,40,1145,8.39,0
1205,bus,22,94,10.6,0
1205,bus,22,94,2.06,0
97,tram,40,30,3.81,0
1017,bus,22,875,0.0,0
20,bus,12,90,10.89,0
665,bus,47,44,4.61,0
1250,bus,22,62,6.09,0
1301,bus,12,824,0.76,0
430,bus,6,864,8.29,0
9,bus,12,90,3.05,0
1052,train,90,288,21.61,0
430,bus,6,864,5.14,0
1212,bus,12,824,7.0,0
1417,bus,22,73,4.32,0
71,bus,17,98,0.06,0
258,bus,6,1111,8.09,0
927,bus,6,77,1.32,0
1380,bus,22,110,3.14,0
1079,train,90,292,8.9,0
1833,bus,12,743,15.87,0
1159,bus,22,1072,9.67,0
1526,bus,12,785,13.1,0
1535,bus,12,91,11.59,0
1099,bus,22,860,8.03,0
1005,bus,22,64,11.59,0
249,bus,6,1041,8.95,0
2422,bus,12,783,10.7,0
932,bus,22,875,3.97,0
1025,bus,6,678,21.3,0
943,bus,6,77,3.25,0
2234,bus,12,810,9.77,0
19,bus,12,91,10.46,0
1076,bus,6,973,17.54,0
1358,bus,22,539,3.55,0
1096,bus,22,1039,11.09,0
256,bus,6,239,2.96,0
1287,bus,22,259,4.7,0
927,bus,6,77,8.19,0
407,tram,40,992,10.44,0
667,bus,47,44,14.56,0
1216,bus,22,945,4.88,0
1017,bus,22,875,16.21,0
932,bus,22,875,8.49,0
665,bus,47,44,7.41,0
1338,bus,12,90,8.97,0
454,tram,40,38,7.46,0
454,tram,40,38,9.88,0
1022,bus,22,259,12.1,0
1412,bus,22,68,6.75,0
1380,bus,22,110,6.28,0
1032,train,90,292,32.72,0
1090,bus,6,102,3.38,0
1831,bus,12,1113,1.38,0
97,tram,40,30,7.77,0
1216,bus,22,945,6.66,0
194,bus,51,811,3.24,0
1380,bus,22,110,4.68,0
1068,bus,22,621,9.66,0
1526,bus,12,785,12.9,0
1375,bus,22,123,4.12,0
1008,bus,6,1110,0.84,0
932,bus,22,875,1.41,0
925,bus,22,94,6.53,0
2248,bus,12,138,8.64,0
121,tram,40,40,2.83,0
1025,bus,6,678,16.55,0
1044,bus,6,369,11.78,0
1838,bus,12,819,11.0,0
2248,bus,12,138,4.12,0
946,bus,22,237,8.31,0
1064,train,90,292,32.62,0
1022,bus,22,259,21.27,0
1287,bus,22,259,8.05,0
927,bus,6,77,0.49,0
1833,bus,12,743,14.34,0
1008,train,90,636,18.78,0
97,tram,40,30,2.37,0
292,bus,6,107,7.05,0
1277,bus,22,59,8.1,0
1099,bus,22,860,3.7,0
925,bus,22,94,9.67,0
624,bus,6,72,0.1,0
211,bus,6,759,4.63,0
1025,train,90,636,9.93,0
1068,bus,6,56,8.63,0
1138,bus,22,1072,8.03,0
1003,train,90,288,21.45,0
26,bus,17,1096,21.79,0
1019,train,90,636,13.79,0
1030,bus,6,581,2.12,0
1199,bus,22,109,4.06,0
454,tram,40,38,9.72,0
1526,bus,12,785,2.32,0
1032,train,90,292,20.47,0
1402,bus,22,245,4.42,0
6301,train,90,286,21.05,0
1068,train,90,292,7.51,0
1017,bus,6,678,7.04,0
1068,bus,22,621,7.76,0
1068,bus,22,621,5.05,0
1372,bus,22,110,9.16,0
447,tram,40,992,3.4,0
623,tram,40,1142,11.49,0
1008,bus,6,1110,5.76,0
928,bus,22,786,9.41,0
458,tram,40,32,4.22,0
986,bus,6,1112,11.54,0
249,bus,6,1041,12.66,0
925,bus,22,94,0.15,0
15,bus,17,1096,7.87,0
1404,bus,22,624,9.75,0
628,tram,40,1142,9.23,0
443,tram,40,32,6.02,0
1218,bus,22,945,9.97,0
927,bus,6,77,3.71,0
965,bus,6,56,8.56,0
1083,bus,6,80,10.13,0
12,bus,12,771,5.11,0
262,bus,6,866,3.81,0
1526,bus,12,785,14.23,0
1005,bus,22,64,21.28,0
1099,bus,22,860,9.62,0
1085,bus,6,86,3.38,0
665,bus,47,44,7.46,0
1030,bus,6,581,3.99,0
979,bus,22,657,1.59,0
1804,bus,12,354,5.65,0
1113,bus,6,964,1.29,0
694,bus,6,1094,9.35,0
1031,train,90,636,2.68,0
1020,bus,22,259,3.94,0
1218,bus,22,945,11.82,0
1831,bus,12,1113,3.53,0
1212,bus,12,824,6.52,0
256,bus,6,239,0.16,0
1064,train,90,292,15.07,0
405,tram,40,39,2.01,0
1064,train,90,292,18.01,0
1064,train,90,292,19.91,0
407,tram,40,992,2.88,0
1402,bus,22,245,8.75,0
194,bus,51,811,0.77,0
262,bus,6,866,6.6,0
6301,train,90,286,21.35,0
20,bus,12,90,4.29,0
1081,bus,6,80,3.82,0
928,bus,22,786,10.84,0
1005,bus,22,64,17.46,0
2422,bus,12,783,9.77,0
623,tram,40,1142,11.54,0
943,bus,6,77,5.76,0
1059,train,90,279,5.04,0
1214,bus,12,360,0.02,0
2248,bus,12,138,8.49,0
2234,bus,12,810,7.46,0
1165,bus,22,1108,7.95,0
6301,train,90,286,19.94,0
925,bus,22,94,6.69,0
1407,bus,22,624,4.33,0
1053,bus,22,68,11.17,0
1832,bus,12,1113,3.12,0
12,bus,12,771,9.67,0
1526,bus,12,785,14.24,0
1159,bus,22,1072,14.86,0
1008,bus,6,1110,4.98,0
1404,bus,22,624,6.43,0
1362,bus,22,117,0.01,0
1019,train,90,636,13.99,0
1019,train,90,636,13.02,0
1417,bus,22,73,10.62,0
1409,bus,22,68,4.55,0
1831,bus,12,1113,0.01,0
949,bus,22,237,10.01,0
1064,train,90,292,15.9,0
256,bus,6,239,4.74,0
1064,train,90,292,26.24,0
1108,bus,6,964,3.33,0
1159,bus,22,1072,11.9,0
1079,train,90,292,5.71,0
2422,bus,12,783,4.22,0
2422,bus,12,783,6.84,0
1033,train,90,636,16.46,0
1405,bus,22,244,1.25,0
226,bus,6,72,7.44,0
1240,bus,22,51,1.61,0
925,bus,22,94,6.94,0
467,bus,6,874,0.0,0
121,tram,40,40,4.37,0
226,bus,6,72,7.75,0
1250,bus,22,62,6.26,0
662,bus,6,369,13.53,0
1044,bus,6,369,1.9,0
423,tram,40,39,0.72,0
1213,bus,12,825,1.22,0
26,bus,17,1096,21.22,0
1212,bus,12,824,6.51,0
439,tram,40,30,2.26,0
1405,bus,22,244,10.7,0
1410,bus,12,824,0.16,0
1330,bus,12,810,0.0,0
1052,train,90,288,4.17,0
466,bus,6,1042,6.46,0
1030,bus,6,581,4.73,0
1212,bus,12,824,0.29,0
1519,bus,12,1109,7.9,0
1030,bus,6,581,2.59,0
1093,bus,6,349,5.56,0
694,bus,6,1094,9.73,0
927,bus,6,77,0.79,0
12,bus,12,771,5.12,0
1825,bus,12,1109,2.77,0
421,tram,40,1145,0.0,0
258,bus,6,1111,8.96,0
415,tram,40,34,3.91,0
262,bus,6,866,5.37,0
278,bus,6,866,6.65,0
2258,bus,12,133,5.09,0
470,bus,6,1038,1.65,0
1402,bus,22,245,8.02,0
407,tram,40,992,2.57,0
407,tram,40,992,4.89,0
1081,bus,6,80,1.78,0
258,bus,6,1111,0.5,0
1017,bus,22,875,11.65,0
1017,bus,6,678,4.22,0
249,bus,6,1041,12.71,0
1410,bus,12,824,23.75,0
443,tram,40,32,5.22,0
470,tram,40,31,2.98,0
444,bus,6,911,7.26,0
480,bus,6,942,13.22,0
6,bus,17,100,5.81,0
1020,bus,22,259,6.98,0
103,tram,40,40,5.14,0
1159,bus,22,1072,15.87,0
20,bus,12,90,10.35,0
1407,bus,22,624,9.32,0
3,bus,17,1095,2.31,0
1926,bus,12,226,5.02,0
2260,bus,12,138,12.83,0
439,tram,40,30,4.94,0
9,bus,12,90,4.05,0
1031,train,90,636,9.52,0
1825,bus,12,1109,6.94,0
421,tram,40,1145,4.01,0
1117,bus,22,1108,7.67,0
278,bus,6,866,5.64,0
2258,bus,12,133,6.07,0
1079,train,90,292,9.41,0
12,bus,12,771,9.51,0
1068,train,90,292,6.84,0
1277,bus,22,59,5.72,0
415,tram,40,34,5.56,0
1535,bus,12,91,11.43,0
292,bus,6,107,10.39,0
623,tram,40,1142,4.98,0
1017,bus,6,678,1.05,0
121,tram,40,40,3.14,0
925,bus,22,94,0.51,0
458,tram,40,32,4.99,0
1057,bus,22,64,0.0,0
925,bus,22,94,7.2,0
1407,bus,22,624,6.48,0
470,tram,40,31,3.5,0
444,bus,6,911,5.22,0
1003,bus,6,581,4.21,0
3,bus,17,1095,0.48,0
638,bus,6,221,13.74,0
20,bus,12,90,6.32,0
1168,bus,22,786,5.2,0
1085,bus,6,86,6.87,0
443,tram,40,32,6.37,0
1053,bus,22,68,8.69,0
1536,bus,12,857,0.42,0
1068,bus,6,56,9.25,0
1003,train,90,288,21.66,0
97,tram,40,30,6.58,0
1075,train,90,292,0.41,0
1287,bus,22,259,0.04,0
12,bus,12,771,9.31,0
1825,bus,12,1109,5.72,0
421,tram,40,1145,3.09,0
1068,train,90,292,8.59,0
1079,train,90,292,8.54,0
262,bus,6,866,8.25,0
1412,bus,22,68,8.42,0
1068,train,90,292,6.64,0
1005,bus,22,64,13.9,0
292,bus,6,107,10.7,0
1372,bus,22,110,12.66,0
1375,bus,22,123,12.04,0
943,bus,6,77,4.86,0
226,bus,6,72,1.52,0
662,bus,6,369,13.02,0
1165,bus,22,1108,8.91,0
444,bus,6,911,8.6,0
1404,bus,22,624,2.35,0
443,tram,40,32,5.43,0
443,tram,40,32,2.47,0
423,tram,40,39,4.06,0
1213,bus,12,825,9.62,0
1832,bus,12,1113,16.72,0
1096,bus,22,1039,8.74,0
1825,bus,12,1109,7.76,0
1004,bus,22,875,8.22,0
1216,bus,22,945,4.81,0
1165,bus,22,1108,10.81,0
1250,bus,22,62,7.25,0
1047,bus,22,73,9.48,0
26,bus,17,1096,19.73,0
1417,bus,22,73,7.12,0
1519,bus,12,1109,7.78,0
1025,train,90,636,19.14,0
1045,train,90,292,7.0,0
194,bus,51,811,0.0,0
1032,train,90,292,32.77,0
194,bus,51,811,4.89,0
965,bus,6,56,9.61,0
121,tram,40,40,3.55,0
458,tram,40,32,5.04,0
932,bus,22,875,5.42,0
2234,bus,12,810,5.97,0
470,tram,40,31,5.14,0
1250,bus,22,62,8.27,0
2234,bus,12,810,10.91,0
2260,bus,12,138,11.43,0
694,bus,6,1094,10.63,0
1032,train,90,292,32.92,0
965,bus,6,56,9.64,0
1033,train,90,636,20.89,0
258,bus,6,1111,5.31,0
1005,bus,22,64,9.25,0
97,tram,40,30,3.6,0
1372,bus,22,110,14.35,0
623,tram,40,1142,8.9,0
943,bus,6,77,6.7,0
470,tram,40,31,7.25,0
96,tram,40,38,4.01,0
1212,bus,12,824,8.64,0
1068,bus,6,56,1.64,0
1096,bus,22,1039,7.79,0
1831,bus,12,1113,2.16,0
1409,bus,22,68,7.22,0
927,bus,6,77,0.21,0
1825,bus,12,1109,0.17,0
1833,bus,12,743,16.15,0
1004,bus,22,875,0.11,0
1402,bus,22,245,1.81,0
1205,bus,22,94,4.58,0
20,bus,12,90,5.18,0
1405,bus,22,244,11.69,0
97,tram,40,30,2.93,0
2422,bus,12,783,8.9,0
447,tram,40,992,0.26,0
623,tram,40,1142,12.18,0
1410,bus,12,824,20.62,0
455,tram,40,992,3.5,0
1214,bus,12,360,0.13,0
226,bus,6,72,9.08,0
986,bus,6,1112,11.78,0
1404,bus,22,624,3.77,0
1111,bus,22,1108,15.48,0
1003,bus,6,581,8.52,0
628,tram,40,1142,11.21,0
1098,bus,6,86,4.36,0
1076,bus,6,973,15.18,0
1358,bus,22,539,3.6,0
1926,bus,12,226,7.51,0
1019,train,90,636,9.52,0
1045,train,90,292,3.19,0
1108,bus,6,964,9.02,0
262,bus,6,866,3.67,0
1005,bus,22,64,17.41,0
925,bus,22,94,1.03,0
1085,bus,6,86,6.08,0
470,tram,40,31,6.17,0
1085,bus,6,86,7.74,0
26,bus,17,1096,20.61,0
97,tram,40,30,2.98,0
2260,bus,12,138,10.54,0
1212,bus,12,824,2.54,0
1025,train,90,636,19.55,0
1212,bus,12,824,8.45,0
1096,bus,22,1039,8.26,0
1287,bus,22,259,5.85,0
407,tram,40,992,6.84,0
421,tram,40,1145,4.17,0
256,bus,6,239,4.24,0
1020,bus,22,259,1.57,0
1032,train,90,292,28.09,0
1402,bus,22,245,8.82,0
949,bus,22,237,7.46,0
103,tram,40,40,4.99,0
1079,train,90,292,6.12,0
1159,bus,22,1072,5.93,0
935,bus,6,77,14.4,0
1405,bus,22,244,9.47,0
1162,bus,22,1072,4.59,0
1008,bus,6,1110,3.67,0
925,bus,22,94,0.31,0
458,tram,40,32,5.3,0
1165,bus,22,1108,12.59,0
1003,bus,6,581,8.85,0
2406,bus,12,743,13.61,0
1358,bus,22,539,0.31,0
1076,bus,6,973,19.1,0
1213,bus,12,825,7.99,0
454,tram,40,38,10.24,0
949,bus,22,237,7.52,0
1287,bus,22,259,6.87,0
1538,bus,12,226,4.56,0
1402,bus,22,245,0.79,0
258,bus,6,1111,6.05,0
1004,bus,22,875,8.01,0
439,tram,40,30,0.67,0
1005,bus,22,64,20.41,0
1005,bus,22,64,10.47,0
1159,bus,22,1072,17.05,0
1535,bus,12,91,0.28,0
943,bus,6,77,0.47,0
1003,bus,6,581,7.87,0
1407,bus,22,624,10.18,0
1918,bus,12,263,0.0,0
1025,train,90,636,19.19,0
9,bus,12,90,0.04,0
1096,bus,22,1039,5.68,0
1138,bus,22,1072,0.11,0
1409,bus,22,68,8.47,0
1362,bus,22,117,3.59,0
474,bus,6,459,6.31,0
694,bus,6,1094,12.11,0
466,bus,6,1042,10.43,0
1538,bus,12,226,3.14,0
415,tram,40,34,5.3,0
278,bus,6,866,9.39,0
1216,bus,22,945,9.97,0
6301,train,90,286,20.9,0
638,bus,6,221,8.54,0
1372,bus,22,110,0.05,0
1017,bus,6,678,6.24,0
415,tram,40,34,7.2,0
258,bus,6,1111,2.76,0
1535,bus,12,91,10.08,0
2422,bus,12,783,8.49,0
1405,bus,22,244,1.01,0
1535,bus,12,91,5.43,0
458,tram,40,32,0.77,0
480,bus,6,942,5.86,0
662,bus,6,369,0.0,0
1111,bus,22,1108,17.25,0
1044,bus,6,369,9.41,0
6301,train,90,286,19.97,0
444,bus,6,911,6.44,0
1250,bus,22,62,2.37,0
1265,bus,22,51,8.86,0
423,tram,40,39,0.0,0
1214,bus,12,360,6.09,0
1053,bus,22,68,13.1,0
667,bus,47,44,11.79,0
1117,bus,22,1108,9.36,0
1402,bus,22,245,5.07,0
949,bus,22,237,7.58,0
623,tram,40,1142,10.63,0
1405,bus,22,244,10.84,0
226,bus,6,72,8.38,0
480,bus,6,942,13.94,0
1330,bus,12,810,8.84,0
2260,bus,12,138,12.28,0
1030,bus,6,581,8.44,0
979,bus,22,657,2.06,0
1022,bus,22,259,20.97,0
1032,train,90,292,20.94,0
421,tram,40,1145,3.4,0
1090,bus,6,102,8.45,0
1116,bus,22,1108,3.29,0
1116,bus,22,1108,1.31,0
638,bus,6,221,0.87,0
1159,bus,22,1072,3.87,0
1216,bus,22,945,7.62,0
1535,bus,12,91,11.55,0
2422,bus,12,783,1.34,0
1017,bus,22,875,11.83,0
1277,bus,22,59,10.81,0
1820,bus,12,1113,2.62,0
1099,bus,22,860,4.37,0
2248,bus,12,138,7.2,0
1407,bus,22,624,8.26,0
444,bus,6,911,2.41,0
1250,bus,22,62,7.41,0
470,tram,40,31,3.6,0
15,bus,17,1096,8.69,0
1358,bus,22,539,7.56,0
946,bus,22,237,8.36,0
26,bus,17,1096,20.04,0
1057,train,90,636,12.45,0
1832,bus,12,1113,2.15,0
1218,bus,22,945,8.4,0
1090,bus,6,102,11.14,0
667,bus,47,44,13.34,0
1833,bus,12,743,14.15,0
935,bus,6,77,15.41,0
6301,train,90,286,22.62,0
1838,bus,12,819,10.8,0
1404,bus,22,624,3.58,0
1135,bus,6,86,2.86,0
427,bus,6,941,3.64,0
1019,train,90,636,16.87,0
1093,bus,6,349,1.03,0
71,bus,17,98,1.22,0
1064,train,90,292,17.08,0
1022,bus,22,259,21.37,0
1083,bus,6,80,12.66,0
1412,bus,22,68,7.39,0
1372,bus,22,110,3.24,0
1412,bus,22,68,5.61,0
1099,bus,22,860,9.52,0
2422,bus,12,783,8.33,0
2422,bus,12,783,9.26,0
1372,bus,22,110,12.4,0
1033,train,90,636,20.22,0
1375,bus,22,123,6.58,0
1099,bus,22,860,7.97,0
1008,bus,6,1110,6.55,0
1410,bus,12,824,0.14,0
1535,bus,12,91,5.3,0
1168,bus,22,786,6.58,0
467,bus,6,874,0.22,0
226,bus,6,72,8.76,0
986,bus,6,1112,11.55,0
2234,bus,12,810,9.11,0
470,tram,40,31,7.1,0
15,bus,17,1096,8.33,0
1838,bus,12,819,9.99,0
1250,bus,22,62,6.82,0
2248,bus,12,138,6.17,0
256,bus,6,239,7.27,0
1022,bus,22,259,20.99,0
927,bus,6,77,4.68,0
1108,bus,6,964,8.56,0
1526,bus,12,785,13.05,0
1820,bus,12,1113,2.11,0
1168,bus,22,786,5.04,0
1111,bus,22,1108,16.86,0
6301,train,90,286,22.59,0
483,bus,6,866,4.01,0
1019,bus,6,678,23.59,0
430,bus,6,864,9.18,0
1031,train,90,636,9.36,0
1096,bus,22,1039,12.55,0
97,tram,40,30,4.22,0
1539,bus,12,771,7.68,0
1825,bus,12,1109,4.36,0
194,bus,51,811,1.59,0
256,bus,6,239,7.55,0
407,tram,40,992,0.21,0
1402,bus,22,245,7.87,0
1090,bus,6,102,1.17,0
407,tram,40,992,7.31,0
1205,bus,22,94,9.11,0
965,bus,6,56,9.69,0
1051,bus,6,1110,15.07,0
1412,bus,22,68,6.45,0
292,bus,6,107,9.16,0
2422,bus,12,783,8.18,0
943,bus,6,77,7.73,0
1008,bus,6,1110,5.81,0
455,tram,40,992,5.09,0
928,bus,22,786,6.6,0
665,bus,47,44,9.12,0
986,bus,6,1112,9.16,0
444,bus,6,911,7.5,0
1407,bus,22,624,6.76,0
457,tram,40,34,3.6,0
415,bus,6,753,1.4,0
1057,train,90,636,10.65,0
278,bus,6,866,8.29,0
1081,bus,6,80,1.87,0
1068,bus,22,621,7.43,0
262,bus,6,866,2.33,0
1005,bus,22,64,15.0,0
1005,bus,22,64,19.44,0
1410,bus,12,824,0.17,0
928,bus,22,786,11.32,0
1407,bus,22,624,5.14,0
226,bus,6,72,0.78,0
458,tram,40,32,3.04,0
628,tram,40,1142,10.95,0
1138,bus,22,1072,7.15,0
1003,train,90,288,13.94,0
430,bus,6,864,8.81,0
1057,train,90,636,15.43,0
1019,train,90,636,12.86,0
1519,bus,12,1109,6.8,0
1068,bus,6,56,6.1,0
1053,bus,22,68,12.12,0
256,bus,6,239,2.92,0
278,bus,6,866,5.25,0
1051,bus,6,1110,5.4,0
1380,bus,22,110,8.39,0
1108,bus,6,964,9.28,0
1081,bus,6,80,1.21,0
1081,bus,6,80,4.26,0
1372,bus,22,110,10.13,0
1008,train,90,636,16.46,0
2422,bus,12,783,6.33,0
1162,bus,22,1072,5.99,0
665,bus,47,44,6.1,0
1240,bus,22,51,9.22,0
662,bus,6,369,7.77,0
925,bus,22,94,9.11,0
1076,bus,6,973,15.5,0
3,bus,17,1095,9.45,0
1832,bus,12,1113,4.09,0
1022,bus,22,259,21.0,0
97,tram,40,30,0.72,0
965,bus,6,56,8.84,0
103,tram,40,40,0.0,0
1375,bus,22,123,11.63,0
1085,bus,6,86,4.41,0
1404,bus,22,624,3.39,0
1135,bus,6,86,2.66,0
1025,train,90,636,5.56,0
1025,train,90,636,6.69,0
439,tram,40,30,4.37,0
439,tram,40,30,5.09,0
97,tram,40,30,3.5,0
1212,bus,12,824,6.7,0
1519,bus,12,1109,6.31,0
1519,bus,12,1109,5.09,0
1199,bus,22,109,0.1,0
694,bus,6,1094,11.29,0
1117,bus,22,1108,4.37,0
1064,train,90,292,32.72,0
1402,bus,22,245,8.67,0
1051,bus,6,1110,12.91,0
1079,train,90,292,9.0,0
1205,bus,22,94,8.08,0
1116,bus,22,1108,2.27,0
1405,bus,22,244,11.27,0
928,bus,22,786,11.19,0
292,bus,6,107,10.65,0
1820,bus,12,1113,3.59,0
20,bus,12,90,5.05,0
1168,bus,22,786,4.27,0
480,bus,6,942,4.68,0
480,bus,6,942,5.56,0
458,tram,40,32,2.93,0
662,bus,6,369,9.62,0
1274,bus,22,62,8.13,0
423,tram,40,39,4.84,0
1362,bus,22,117,7.02,0
474,bus,6,459,9.81,0
1825,bus,12,1109,0.12,0
405,tram,40,39,4.32,0
1833,bus,12,743,16.16,0
262,bus,6,866,8.58,0
1081,bus,6,80,5.61,0
12,bus,12,771,7.19,0
1375,bus,22,123,10.29,0
1008,bus,6,1110,5.78,0
943,bus,6,77,1.45,0
444,bus,6,911,4.9,0
662,bus,6,369,8.9,0
1053,bus,22,68,9.89,0
211,bus,6,759,3.06,0
1031,train,90,636,0.51,0
2258,bus,12,133,1.49,0
1064,train,90,292,16.77,0
1380,bus,22,110,6.89,0
1064,train,90,292,26.85,0
256,bus,6,239,3.18,0
1117,bus,22,1108,2.68,0
965,bus,6,56,8.87,0
278,bus,6,866,8.8,0
667,bus,47,44,7.14,0
1412,bus,22,68,3.7,0
1116,bus,22,1108,0.04,0
20,bus,12,90,4.65,0
1159,bus,22,1072,6.12,0
1017,bus,22,875,16.27,0
1005,bus,22,64,13.49,0
1116,bus,22,1108,5.06,0
1162,bus,22,1072,0.01,0
1535,bus,12,91,4.61,0
1165,bus,22,1108,7.07,0
943,bus,6,77,4.35,0
1111,bus,22,1108,17.35,0
665,bus,47,44,5.48,0
1404,bus,22,624,9.65,0
1274,bus,22,62,7.37,0
925,bus,22,94,8.54,0
423,tram,40,39,2.01,0
1053,bus,22,68,7.14,0
1701,bus,12,79,2.98,0
1096,bus,22,1039,12.12,0
1832,bus,12,1113,2.22,0
405,tram,40,39,8.54,0
1833,bus,12,743,16.4,0
1159,bus,22,1072,17.07,0
1017,bus,22,875,15.8,0
480,bus,6,942,7.0,0
6301,train,90,286,20.21,0
2234,bus,12,810,5.09,0
1330,bus,12,810,9.99,0
26,bus,17,1096,19.47,0
1033,bus,6,1110,0.0,0
454,tram,40,38,1.29,0
1019,train,90,636,15.23,0
1057,train,90,636,12.09,0
1417,bus,22,73,2.14,0
1212,bus,12,824,4.36,0
405,tram,40,39,3.91,0
