vehicle_id,vehicle_type,operator,line,speed,occupancy
1060,bus,6,56,9.03,0
1253,bus,22,62,4.72,0
1009,bus,6,581,9.98,0
974,bus,22,259,10.5,0
2259,bus,12,142,7.25,0
1087,bus,6,349,9.51,0
1082,bus,22,818,17.51,0
1007,train,90,279,13.48,0
462,tram,40,28,6.43,0
7,bus,12,90,8.31,0
1065,train,90,287,8.9,0
1217,bus,12,783,12.92,0
1393,bus,22,244,6.92,0
1393,bus,22,244,3.79,0
2219,bus,12,658,6.64,0
94,tram,40,28,6.69,0
1012,bus,22,858,3.8,0
920,bus,22,63,8.18,0
920,bus,22,63,7.45,0
1438,bus,22,873,5.52,0
1128,bus,22,1044,7.86,0
1332,bus,12,774,7.83,0
469,bus,6,1042,11.83,0
444,tram,40,30,2.21,0
1019,bus,6,676,9.86,0
932,bus,22,873,2.73,0
251,bus,6,1042,13.58,0
2246,bus,12,132,0.0,0
6,bus,54,889,11.37,0
2246,bus,12,132,3.76,0
31,bus,17,796,7.05,0
1059,train,90,279,13.07,0
1914,bus,12,1109,9.99,0
1357,bus,22,117,0.0,0
1154,bus,22,1072,11.94,0
471,bus,6,759,12.75,0
1091,bus,6,102,4.53,0
105,tram,40,30,4.58,0
1379,bus,22,110,11.42,0
1176,bus,22,784,9.81,0
920,bus,22,63,10.31,0
1065,train,90,287,13.48,0
1035,bus,6,1110,1.85,0
1416,bus,22,68,9.86,0
1035,bus,6,1110,8.95,0
1279,bus,22,59,8.38,0
1232,bus,22,830,13.23,0
1011,train,90,279,7.0,0
1344,bus,22,117,4.48,0
52,bus,17,54,12.3,0
7,bus,12,90,6.85,0
1354,bus,22,116,0.77,0
987,bus,6,759,11.67,0
16,bus,12,91,4.07,0
6,bus,12,79,9.77,0
1217,bus,12,783,1.64,0
490,bus,6,866,1.43,0
411,tram,40,34,1.08,0
1012,train,90,292,11.88,0
696,bus,6,938,8.56,0
439,tram,40,31,7.25,0
6306,train,90,286,26.43,0
1522,bus,12,785,3.83,0
297,bus,6,1110,9.21,0
1029,train,90,280,17.44,0
1380,bus,22,110,9.77,0
426,tram,40,992,6.89,0
1123,bus,22,1108,14.79,0
1169,bus,22,830,9.32,0
417,tram,40,39,4.63,0
451,tram,40,28,0.0,0
1539,bus,12,771,6.48,0
1094,bus,6,850,8.13,0
1604,bus,12,809,9.22,0
1155,bus,22,1072,6.71,0
974,bus,22,259,9.38,0
1066,bus,22,62,2.44,0
1007,train,90,279,16.26,0
462,tram,40,28,7.31,0
1921,bus,12,857,9.62,0
987,bus,6,759,7.13,0
977,bus,22,259,9.3,0
1066,bus,6,1041,9.72,0
40,bus,17,71,9.83,0
1005,bus,6,581,8.91,0
1088,bus,6,973,8.55,0
1279,bus,22,59,4.35,0
2403,bus,12,743,19.0,0
1506,bus,17,263,0.0,0
476,bus,6,1093,4.67,0
476,bus,6,1093,5.7,0
476,bus,6,1093,2.33,0
1921,bus,12,857,9.38,0
1065,train,90,287,10.75,0
1365,bus,22,110,5.3,0
1065,train,90,287,20.27,0
2215,bus,12,743,5.64,0
461,tram,40,28,4.32,0
1217,bus,12,783,10.43,0
107,tram,40,40,3.4,0
461,tram,40,28,3.7,0
608,tram,40,1142,10.98,0
461,tram,40,28,4.68,0
2255,bus,12,132,4.73,0
452,bus,6,911,11.55,0
1332,bus,12,774,8.1,0
1264,bus,22,59,9.05,0
1412,bus,22,68,4.22,0
1234,bus,22,1097,5.9,0
1029,train,90,280,17.18,0
403,tram,40,32,9.05,0
403,tram,40,32,8.85,0
1008,bus,6,1110,11.58,0
974,bus,22,259,5.96,0
1041,bus,6,369,5.48,0
1079,bus,22,861,7.56,0
1284,bus,22,237,1.64,0
1217,bus,12,783,9.29,0
1060,bus,6,56,2.38,0
6,bus,12,79,0.42,0
1273,bus,22,51,6.01,0
622,tram,40,1142,13.98,0
1060,bus,6,56,9.72,0
1079,bus,22,861,8.02,0
2403,bus,12,743,7.21,0
1034,bus,6,1110,1.58,0
1354,bus,22,116,9.98,0
608,tram,40,1142,5.98,0
1106,bus,22,1108,4.48,0
461,tram,40,28,3.19,0
617,tram,40,1142,6.13,0
1012,bus,22,858,9.61,0
1103,bus,12,774,1.44,0
464,tram,40,31,2.73,0
1369,bus,22,786,12.04,0
1522,bus,12,785,6.48,0
1234,bus,22,1097,5.31,0
1380,bus,22,110,9.98,0
1833,bus,12,743,8.47,0
665,bus,47,44,10.82,0
483,bus,6,866,5.56,0
1071,bus,6,581,11.48,0
282,bus,6,1077,17.59,0
638,bus,6,221,6.28,0
1505,bus,12,90,3.5,0
2227,bus,12,662,6.64,0
1279,bus,22,59,8.94,0
1095,bus,6,349,3.99,0
456,bus,6,935,1.95,0
1826,bus,12,1109,0.36,0
1503,bus,12,792,9.16,0
1087,bus,6,349,2.56,0
1354,bus,22,116,0.51,0
617,tram,40,1142,9.33,0
1055,bus,6,369,14.4,0
16,bus,12,91,3.72,0
16,bus,12,91,3.85,0
490,bus,6,866,13.24,0
1095,bus,22,237,7.19,0
1009,bus,6,581,10.27,0
53,bus,17,878,1.9,0
1066,bus,22,62,1.93,0
1082,bus,22,818,17.12,0
1271,bus,22,51,3.58,0
110,tram,40,28,0.51,0
58,bus,17,878,6.69,0
693,bus,6,757,17.4,0
1012,bus,22,858,7.06,0
6,bus,12,79,8.21,0
617,tram,40,1142,8.92,0
475,bus,6,455,16.16,0
918,bus,22,873,1.42,0
1514,bus,12,1113,18.58,0
1156,bus,22,1072,6.86,0
696,bus,6,938,8.63,0
266,bus,6,866,7.39,0
1363,bus,22,120,0.57,0
71,bus,17,98,0.54,0
1095,bus,22,237,7.97,0
1076,bus,6,86,5.73,0
1914,bus,12,1109,10.22,0
22,bus,17,1095,5.25,0
1913,bus,12,1109,10.51,0
6307,train,90,284,38.5,0
226,bus,6,72,4.18,0
1087,bus,22,63,0.55,0
1007,bus,6,581,10.44,0
1703,bus,12,824,3.28,0
1279,bus,22,59,7.9,0
2215,bus,12,743,3.91,0
1034,bus,6,1110,0.85,0
1206,bus,12,360,6.05,0
2219,bus,12,658,12.4,0
1122,bus,22,1108,12.3,0
1049,bus,22,858,9.04,0
1011,train,90,279,4.89,0
1066,bus,22,62,1.44,0
1066,bus,22,62,2.22,0
1087,bus,6,349,15.15,0
7,bus,12,90,12.95,0
617,tram,40,1142,0.67,0
1034,bus,6,1110,10.25,0
2255,bus,12,132,3.09,0
1055,bus,6,369,14.15,0
2255,bus,12,132,8.03,0
1514,bus,12,1113,19.61,0
1116,bus,12,824,19.68,0
696,bus,6,938,8.32,0
436,bus,6,1112,11.34,0
958,bus,22,237,6.22,0
1029,train,90,280,17.34,0
1083,bus,6,973,8.9,0
6310,train,90,284,26.4,0
6310,train,90,284,28.57,0
1059,train,90,279,9.72,0
1388,bus,22,112,8.28,0
1424,bus,22,74,4.06,0
2205,bus,12,658,6.48,0
1390,bus,22,115,6.79,0
1055,train,90,288,6.07,0
2229,bus,12,664,8.11,0
1270,bus,22,59,0.05,0
1155,bus,22,1072,6.9,0
1217,bus,12,783,9.95,0
1211,bus,12,824,5.29,0
1284,bus,22,1062,9.06,0
2209,bus,12,658,1.75,0
1035,bus,6,1110,0.05,0
974,bus,22,259,7.99,0
456,bus,6,935,8.39,0
1095,bus,6,349,3.04,0
45,bus,17,71,12.09,0
1060,bus,6,56,2.85,0
1186,bus,22,94,4.99,0
1066,bus,22,62,3.49,0
7,bus,12,90,7.3,0
1176,bus,22,784,6.46,0
987,bus,6,759,14.28,0
1176,bus,22,784,8.9,0
617,tram,40,1142,10.62,0
1206,bus,12,360,12.94,0
1055,bus,6,369,13.17,0
1065,train,90,287,21.25,0
1055,bus,6,369,12.66,0
1160,bus,22,1072,7.77,0
627,tram,40,1142,5.3,0
1012,bus,22,858,4.08,0
94,tram,40,28,0.0,0
1103,bus,12,774,8.94,0
85,tram,40,496,7.05,0
1156,bus,22,1072,4.7,0
1014,bus,6,581,1.89,0
1143,bus,22,1044,6.88,0
1028,bus,22,237,6.02,0
1804,bus,12,354,11.42,0
1261,bus,22,59,1.29,0
958,bus,22,237,7.17,0
1524,bus,12,819,2.98,0
447,tram,40,992,4.68,0
276,bus,6,1111,10.61,0
2412,bus,12,743,5.68,0
258,bus,6,1111,4.19,0
990,bus,22,657,16.0,0
458,tram,40,32,0.0,0
1272,bus,22,59,5.47,0
72,tram,40,496,3.86,0
424,bus,6,938,4.68,0
2404,bus,12,743,21.56,0
1005,bus,6,581,7.36,0
1041,bus,6,369,8.05,0
1082,bus,22,818,16.64,0
987,bus,6,759,3.1,0
58,bus,17,878,3.5,0
475,bus,6,455,15.67,0
1012,bus,22,858,9.35,0
1913,bus,12,1109,6.83,0
974,bus,22,259,3.44,0
2209,bus,12,658,9.21,0
1009,bus,6,581,0.05,0
1073,bus,6,80,10.52,0
1073,bus,6,80,11.8,0
7,bus,12,90,8.04,0
1921,bus,12,857,10.31,0
617,tram,40,1142,10.73,0
1054,train,90,287,0.36,0
2215,bus,12,743,12.99,0
475,bus,6,455,16.96,0
1217,bus,12,783,10.09,0
6,bus,12,79,9.92,0
1214,bus,22,914,2.47,0
627,bus,6,1107,11.21,0
105,tram,40,31,0.15,0
1284,bus,22,1062,9.58,0
68,bus,17,794,9.13,0
1076,bus,6,86,0.0,0
1049,bus,6,369,0.51,0
458,tram,40,32,6.79,0
1424,bus,22,74,5.21,0
72,bus,17,100,8.95,0
1071,bus,22,252,14.1,0
2255,bus,12,132,1.9,0
6,bus,12,79,12.38,0
266,bus,6,866,7.72,0
1155,bus,22,1072,6.95,0
1046,bus,22,1039,5.95,0
2403,bus,12,743,18.37,0
53,bus,17,878,7.72,0
65,bus,17,100,3.75,0
52,bus,17,54,5.71,0
52,bus,17,54,8.18,0
1087,bus,6,349,11.49,0
999,bus,22,259,9.69,0
1354,bus,22,116,5.25,0
1919,bus,12,792,2.03,0
2204,bus,12,658,12.4,0
1198,bus,22,94,8.33,0
693,bus,6,757,16.7,0
1365,bus,22,110,3.7,0
1217,bus,12,783,6.45,0
911,bus,22,1044,8.64,0
1507,bus,17,263,9.52,0
5,bus,17,98,1.03,0
1025,train,90,636,17.34,0
266,bus,6,866,6.46,0
1924,bus,12,354,12.49,0
436,bus,6,1112,11.2,0
6306,train,90,286,23.64,0
1105,bus,22,1044,8.26,0
665,bus,47,44,3.35,0
1123,bus,22,1108,16.09,0
2261,bus,12,129,0.05,0
1093,bus,6,349,4.01,0
1207,bus,22,109,11.57,0
1252,bus,22,59,6.44,0
1413,bus,22,68,7.16,0
1071,bus,22,252,13.83,0
625,tram,40,1142,14.25,0
1060,bus,6,56,9.85,0
1011,train,90,279,11.21,0
1046,bus,22,1039,11.55,0
1041,bus,6,369,12.97,0
1921,bus,12,857,6.03,0
920,bus,22,63,7.89,0
490,bus,6,866,8.03,0
58,bus,17,878,3.7,0
6,bus,54,889,11.44,0
1413,bus,22,68,5.91,0
1253,bus,22,62,4.1,0
1155,bus,22,1072,0.36,0
1088,bus,6,973,1.48,0
1186,bus,22,94,7.77,0
2403,bus,12,743,16.42,0
1826,bus,12,1109,7.07,0
1379,bus,22,110,9.83,0
999,bus,22,259,1.54,0
1082,bus,22,818,15.55,0
1919,bus,12,792,0.77,0
608,tram,40,1142,3.4,0
2413,bus,12,743,9.0,0
475,bus,6,455,15.56,0
627,tram,40,1142,3.83,0
1206,bus,12,360,6.01,0
1012,train,90,292,4.12,0
932,bus,22,873,5.89,0
1100,bus,22,786,4.17,0
456,bus,6,941,9.52,0
112,tram,40,30,2.42,0
1507,bus,17,263,11.47,0
71,tram,40,31,7.72,0
1151,bus,22,1044,9.52,0
463,tram,40,32,1.95,0
1056,bus,6,56,1.18,0
1083,bus,22,830,9.89,0
1386,bus,22,113,0.01,0
1104,bus,22,1072,5.78,0
1413,bus,22,68,5.61,0
73,tram,40,31,2.31,0
2204,bus,12,658,8.18,0
1393,bus,22,244,6.69,0
617,tram,40,1142,8.8,0
94,tram,40,28,10.39,0
1438,bus,22,873,8.77,0
1279,bus,22,59,7.7,0
1095,bus,6,349,3.41,0
1009,bus,6,581,8.24,0
1005,bus,6,581,3.83,0
476,bus,6,1093,7.64,0
1046,bus,22,1039,8.02,0
1087,bus,6,349,12.09,0
1271,bus,22,51,9.11,0
1079,bus,22,861,0.16,0
1198,bus,22,94,9.16,0
693,bus,6,757,17.26,0
617,tram,40,1142,10.53,0
6,bus,12,79,11.7,0
1128,bus,22,1044,3.94,0
1332,bus,12,774,7.74,0
932,bus,22,873,5.77,0
932,bus,22,873,6.22,0
414,tram,40,992,9.0,0
452,bus,6,911,11.54,0
1102,bus,6,80,2.88,0
2210,bus,12,743,1.18,0
1257,bus,22,59,1.08,0
1011,train,90,636,0.82,0
1823,bus,12,1109,6.78,0
943,bus,22,74,10.05,0
1081,bus,22,791,7.53,0
1114,bus,12,666,4.96,0
1504,bus,12,79,0.08,0
953,bus,22,861,1.97,0
1401,bus,12,90,0.53,0
1055,train,90,288,6.64,0
226,bus,6,72,3.18,0
1049,bus,22,858,9.46,0
1279,bus,22,59,8.02,0
1232,bus,22,830,12.68,0
1826,bus,12,1109,11.39,0
1826,bus,12,1109,9.72,0
1284,bus,22,237,7.61,0
693,bus,6,757,16.5,0
2208,bus,12,658,7.72,0
2219,bus,12,658,6.69,0
413,tram,40,39,1.75,0
1273,bus,22,51,3.85,0
403,tram,40,32,4.27,0
1095,bus,6,349,13.58,0
53,bus,17,878,4.37,0
45,bus,17,71,12.3,0
1046,bus,22,1039,7.88,0
2217,bus,12,658,9.26,0
1079,bus,22,861,3.11,0
1826,bus,12,1109,5.49,0
1037,bus,6,369,5.42,0
2242,bus,12,145,0.06,0
1921,bus,12,857,1.96,0
1176,bus,22,784,7.86,0
7,bus,12,90,5.64,0
1160,bus,22,1072,1.53,0
1054,train,90,287,15.84,0
475,bus,6,455,16.39,0
94,tram,40,28,6.43,0
1217,bus,12,783,3.05,0
2208,bus,12,658,5.61,0
1156,bus,22,1072,4.58,0
1264,bus,22,59,9.83,0
1016,bus,6,369,14.64,0
1284,bus,22,1062,10.01,0
1536,bus,12,857,8.24,0
218,bus,6,935,8.33,0
1346,bus,22,113,5.2,0
1041,bus,6,369,2.61,0
1804,bus,12,354,11.66,0
1804,bus,12,354,12.72,0
463,bus,6,935,5.92,0
422,tram,40,1145,11.57,0
6310,train,90,284,25.73,0
628,tram,40,1142,2.04,0
2412,bus,12,743,4.67,0
2423,bus,12,662,6.91,0
987,bus,6,1042,12.08,0
292,bus,6,107,17.8,0
1270,bus,22,59,0.03,0
39,bus,17,71,19.34,0
637,bus,6,944,10.31,0
446,tram,40,39,3.5,0
456,bus,6,935,5.56,0
45,bus,17,71,9.62,0
1079,bus,22,861,6.33,0
1082,bus,22,818,8.05,0
987,bus,6,759,10.92,0
2219,bus,12,658,8.39,0
617,tram,40,1142,10.34,0
693,bus,6,757,16.14,0
2215,bus,12,743,13.52,0
1055,bus,6,369,13.74,0
462,bus,6,1107,8.49,0
1060,bus,6,56,5.46,0
1146,bus,22,1044,11.02,0
1088,bus,6,973,9.25,0
1088,bus,6,973,10.31,0
1046,bus,22,1039,9.87,0
2209,bus,12,658,8.54,0
45,bus,17,71,13.27,0
1271,bus,22,51,3.38,0
58,bus,17,878,7.31,0
1106,bus,22,1108,2.21,0
1438,bus,22,873,10.63,0
2425,bus,12,809,10.13,0
461,tram,40,28,3.6,0
2425,bus,12,809,11.01,0
58,bus,17,878,4.01,0
85,tram,40,496,7.0,0
1214,bus,22,914,2.36,0
1032,bus,6,1110,9.1,0
112,tram,40,30,1.85,0
1536,bus,12,857,10.18,0
1917,bus,12,263,11.62,0
1098,bus,6,86,9.11,0
405,tram,40,992,6.22,0
1823,bus,12,1109,7.61,0
1024,bus,22,745,4.01,0
110,tram,40,28,2.57,0
1401,bus,22,624,9.04,0
990,bus,22,657,14.15,0
1077,bus,22,1039,15.12,0
1836,bus,12,1113,8.6,0
965,bus,22,657,4.53,0
1232,bus,22,830,10.25,0
1095,bus,6,349,5.79,0
1046,bus,22,1039,7.82,0
1073,bus,6,80,12.06,0
901,bus,6,676,10.08,0
2219,bus,12,658,10.96,0
461,tram,40,28,4.63,0
2219,bus,12,658,5.35,0
2255,bus,12,132,3.96,0
2255,bus,12,132,5.97,0
1094,bus,6,850,4.84,0
1005,bus,6,581,9.13,0
1273,bus,22,51,2.27,0
2209,bus,12,658,8.03,0
1011,train,90,279,20.47,0
1826,bus,12,1109,0.01,0
1049,bus,22,858,3.67,0
1176,bus,22,784,9.62,0
1393,bus,22,244,8.64,0
1217,bus,12,783,0.01,0
2425,bus,12,809,3.96,0
85,tram,40,496,5.5,0
1257,bus,22,59,3.58,0
1028,bus,22,237,5.71,0
456,bus,6,941,8.54,0
121,tram,40,40,8.33,0
266,bus,6,866,9.58,0
1078,bus,6,850,8.5,0
1218,bus,22,945,7.36,0
1114,bus,12,666,5.66,0
480,bus,6,940,0.0,0
1061,bus,22,657,4.99,0
1154,bus,22,1072,11.42,0
2205,bus,12,658,6.69,0
1424,bus,22,74,0.31,0
471,bus,6,759,12.89,0
2227,bus,12,662,4.48,0
1009,bus,6,581,0.16,0
53,bus,17,878,6.84,0
999,bus,22,259,0.04,0
2215,bus,12,743,9.86,0
1049,bus,22,858,3.99,0
1155,bus,22,1072,0.0,0
437,tram,40,1145,0.0,0
1095,bus,6,349,14.09,0
1005,bus,6,581,4.98,0
52,bus,17,54,10.29,0
7,bus,12,90,9.98,0
1176,bus,22,784,6.79,0
2204,bus,12,658,12.5,0
58,bus,17,878,4.99,0
1198,bus,22,94,8.44,0
107,tram,40,40,4.06,0
1106,bus,22,1108,0.1,0
987,bus,6,759,8.04,0
2208,bus,12,658,4.42,0
1217,bus,12,783,11.5,0
1053,bus,6,1110,17.93,0
1250,bus,22,62,7.33,0
1173,bus,22,830,3.32,0
1033,bus,22,259,0.0,0
664,bus,6,1107,10.81,0
1401,bus,12,90,11.05,0
2244,bus,12,133,9.0,0
2229,bus,12,664,7.55,0
965,bus,22,657,7.41,0
1252,bus,22,59,6.41,0
2404,bus,12,743,20.72,0
2227,bus,12,662,6.19,0
984,bus,6,885,4.26,0
1046,bus,22,1039,12.25,0
1232,bus,22,830,10.14,0
2259,bus,12,142,7.92,0
1206,bus,12,360,2.6,0
1438,bus,22,873,0.01,0
1279,bus,22,59,6.03,0
1232,bus,22,830,12.4,0
1503,bus,12,792,10.19,0
476,bus,6,1093,5.54,0
52,bus,17,54,10.7,0
2209,bus,12,658,6.53,0
52,bus,17,54,3.04,0
1198,bus,22,94,3.7,0
58,bus,17,878,6.89,0
693,bus,6,757,16.79,0
1160,bus,22,1072,5.24,0
475,bus,6,455,13.72,0
94,tram,40,28,7.56,0
617,tram,40,1142,9.14,0
608,tram,40,1142,9.41,0
18,bus,17,1095,8.12,0
918,bus,22,873,0.0,0
462,bus,6,1107,13.94,0
2210,bus,12,743,4.22,0
266,bus,6,866,9.95,0
1338,bus,12,90,8.92,0
1105,bus,22,1044,6.47,0
417,tram,40,39,4.58,0
22,bus,17,1095,4.27,0
1499,bus,22,123,6.83,0
1272,bus,22,59,0.88,0
53,bus,17,878,6.43,0
1088,bus,6,973,7.85,0
1826,bus,12,1109,5.74,0
1049,bus,22,858,5.31,0
2217,bus,12,658,11.42,0
1921,bus,12,857,9.41,0
1176,bus,22,784,9.39,0
1284,bus,22,1062,7.28,0
1041,bus,6,369,6.88,0
1005,bus,6,581,7.33,0
1011,train,90,279,3.81,0
1066,bus,22,62,3.22,0
45,bus,17,71,12.81,0
403,bus,6,102,0.04,0
1379,bus,22,110,10.65,0
1271,bus,22,51,4.42,0
1537,bus,12,856,7.15,0
987,bus,6,759,11.15,0
1393,bus,22,244,2.17,0
2215,bus,12,743,13.07,0
1055,bus,6,369,12.3,0
1056,bus,22,858,4.42,0
693,bus,6,757,16.11,0
1116,bus,12,824,18.71,0
918,bus,22,873,4.75,0
1032,bus,6,1110,7.16,0
1080,bus,22,1062,0.0,0
6324,train,90,286,25.16,0
1363,bus,22,120,4.42,0
23,bus,17,827,9.47,0
1151,bus,22,1044,10.25,0
1924,bus,12,354,10.22,0
81,tram,40,30,2.47,0
9,bus,12,90,0.6,0
965,bus,22,657,7.82,0
2407,bus,12,743,13.91,0
1088,bus,6,973,7.72,0
1232,bus,22,830,13.2,0
1060,bus,6,56,4.93,0
1217,bus,12,783,0.17,0
6,bus,12,79,1.28,0
1211,bus,12,824,3.79,0
1347,bus,22,110,9.98,0
974,bus,22,259,8.54,0
1035,bus,6,1110,5.35,0
1095,bus,6,349,12.69,0
1060,bus,6,56,2.2,0
476,bus,6,1093,3.12,0
622,tram,40,1142,1.26,0
1379,bus,22,110,7.0,0
1921,bus,12,857,6.18,0
1271,bus,22,51,7.24,0
1065,train,90,287,12.09,0
110,tram,40,28,1.95,0
1217,bus,12,783,12.77,0
1106,bus,22,1108,3.24,0
1206,bus,12,360,6.59,0
627,tram,40,1142,3.88,0
627,tram,40,1142,0.01,0
2214,bus,12,743,5.83,0
1240,bus,22,51,3.83,0
1052,bus,6,581,0.41,0
1029,train,90,280,17.9,0
121,tram,40,40,8.9,0
1052,bus,6,581,0.05,0
105,tram,40,31,2.16,0
1025,train,90,636,16.87,0
1348,bus,22,110,11.11,0
1412,bus,22,68,0.05,0
1823,bus,12,1109,5.78,0
68,bus,17,794,5.27,0
1838,bus,12,819,8.78,0
1504,bus,12,79,0.05,0
1913,bus,12,1109,17.32,0
2217,bus,12,658,11.06,0
1604,bus,12,809,8.96,0
1005,bus,6,581,8.56,0
1279,bus,22,59,6.77,0
1049,bus,22,858,0.01,0
1537,bus,12,856,10.22,0
693,bus,6,757,15.1,0
920,bus,22,63,6.79,0
1365,bus,22,110,2.57,0
490,bus,6,866,11.88,0
1046,bus,22,1039,16.51,0
490,bus,6,866,9.4,0
71,bus,17,98,1.88,0
974,bus,22,259,4.35,0
1253,bus,22,62,3.51,0
611,tram,40,1142,4.6,0
2217,bus,12,658,3.29,0
2403,bus,12,743,16.46,0
1919,bus,12,792,0.16,0
1284,bus,22,237,10.51,0
1284,bus,22,237,9.92,0
1037,bus,6,369,4.57,0
2209,bus,12,658,7.2,0
999,bus,22,259,11.6,0
1537,bus,12,856,7.64,0
1824,bus,12,1109,10.23,0
2204,bus,12,658,4.84,0
1354,bus,22,116,1.7,0
2215,bus,12,743,7.02,0
16,bus,12,91,5.04,0
693,bus,6,757,16.16,0
6,bus,12,79,11.56,0
490,bus,6,866,8.66,0
475,bus,6,455,16.66,0
2214,bus,12,743,9.65,0
6309,train,90,284,8.27,0
948,bus,22,858,8.87,0
1139,bus,22,51,6.09,0
1014,bus,6,581,4.09,0
472,tram,40,39,7.72,0
6,bus,54,889,10.72,0
2246,bus,12,132,0.93,0
1338,bus,12,90,9.03,0
6310,train,90,284,28.29,0
2206,bus,12,658,7.97,0
1083,bus,6,973,10.55,0
444,bus,6,911,8.26,0
444,bus,6,911,6.19,0
2233,bus,12,362,7.95,0
638,bus,6,221,10.08,0
637,bus,6,944,9.68,0
461,bus,6,944,11.55,0
7,bus,12,90,12.56,0
2204,bus,12,658,2.68,0
475,bus,6,455,16.42,0
920,bus,22,63,8.19,0
1056,bus,22,858,2.68,0
490,bus,6,866,12.9,0
974,bus,22,259,9.36,0
1416,bus,22,68,9.73,0
1049,bus,22,858,9.26,0
456,bus,6,935,9.31,0
974,bus,22,259,9.27,0
53,bus,17,878,9.93,0
1007,train,90,279,15.95,0
1271,bus,22,51,6.45,0
1054,train,90,287,0.51,0
693,bus,6,757,16.37,0
1206,bus,12,360,6.66,0
6,bus,12,79,10.08,0
490,bus,6,866,7.46,0
107,tram,40,40,3.81,0
1365,bus,22,110,7.15,0
78,tram,40,28,4.58,0
404,tram,40,992,7.77,0
1264,bus,22,59,8.13,0
12,bus,12,771,7.91,0
1078,bus,6,850,9.87,0
466,tram,40,32,7.0,0
1348,bus,22,110,9.47,0
1338,bus,12,90,8.69,0
2246,bus,12,132,4.22,0
483,bus,6,866,7.81,0
1195,bus,22,94,0.0,0
1008,bus,6,1110,10.62,0
2206,bus,12,658,1.9,0
2255,bus,12,138,0.46,0
1838,bus,12,819,6.25,0
1913,bus,12,1109,14.49,0
74,tram,40,40,11.37,0
1088,bus,6,973,8.46,0
1011,train,90,279,17.29,0
1232,bus,22,830,14.72,0
1379,bus,22,110,5.56,0
7,bus,12,90,0.02,0
110,tram,40,28,4.37,0
608,tram,40,1142,10.11,0
461,tram,40,28,6.48,0
2227,bus,12,662,5.79,0
1035,bus,6,1110,4.42,0
974,bus,22,259,6.44,0
1049,bus,22,858,9.72,0
1009,bus,6,581,7.04,0
87,tram,40,30,3.14,0
445,tram,40,31,10.7,0
1271,bus,22,51,7.78,0
2242,bus,12,145,0.02,0
1537,bus,12,856,5.61,0
608,tram,40,1142,0.01,0
1054,train,90,287,0.62,0
1160,bus,22,1072,2.04,0
110,tram,40,28,4.68,0
1106,bus,22,1108,1.75,0
490,bus,6,866,10.03,0
475,bus,6,455,16.2,0
1030,bus,22,858,7.06,0
1019,bus,6,676,10.05,0
96,tram,40,34,0.98,0
958,bus,22,237,6.6,0
1833,bus,12,743,3.4,0
1074,bus,22,64,4.43,0
256,bus,6,239,3.43,0
1024,bus,22,745,9.1,0
480,bus,6,940,5.35,0
1330,bus,12,810,1.83,0
1049,bus,22,858,3.21,0
940,bus,6,77,9.04,0
1023,bus,22,259,1.28,0
622,tram,40,1142,3.0,0
1365,bus,22,110,6.64,0
1365,bus,22,110,7.51,0
475,bus,6,455,14.81,0
1824,bus,12,1109,8.39,0
68,bus,17,794,7.94,0
1432,bus,22,73,15.88,0
611,tram,40,1142,7.36,0
1041,bus,6,369,12.4,0
1005,bus,6,581,2.94,0
1379,bus,22,110,4.73,0
1826,bus,12,1109,7.48,0
1824,bus,12,1109,4.85,0
2215,bus,12,743,12.89,0
1198,bus,22,94,9.41,0
1055,bus,6,369,11.78,0
2208,bus,12,658,9.88,0
94,tram,40,28,10.65,0
1156,bus,22,1072,5.05,0
1028,bus,22,237,7.59,0
435,bus,6,1111,9.8,0
979,bus,22,657,14.15,0
1113,bus,6,964,8.67,0
218,bus,6,935,9.26,0
1408,bus,22,73,4.27,0
1069,bus,22,621,10.92,0
2423,bus,12,662,9.3,0
1838,bus,12,819,5.43,0
72,bus,17,100,10.69,0
1421,bus,22,73,2.82,0
1406,bus,22,245,1.78,0
974,bus,22,259,8.39,0
456,bus,6,935,0.46,0
1921,bus,12,857,3.74,0
1438,bus,22,873,9.19,0
2413,bus,12,743,9.16,0
1065,train,90,287,12.4,0
1438,bus,22,873,10.05,0
1158,bus,22,1072,0.0,0
1005,bus,6,581,5.92,0
1049,bus,22,858,8.58,0
1919,bus,12,792,6.76,0
1087,bus,6,349,2.07,0
2217,bus,12,658,13.12,0
1379,bus,22,110,10.34,0
462,tram,40,28,6.74,0
2204,bus,12,658,12.14,0
617,tram,40,1142,8.96,0
2425,bus,12,809,6.53,0
1438,bus,22,873,11.95,0
1065,train,90,287,21.35,0
490,bus,6,866,8.74,0
627,tram,40,1142,2.56,0
2413,bus,12,743,9.98,0
1012,bus,22,858,9.04,0
932,bus,22,873,6.04,0
1364,bus,22,124,5.5,0
1408,bus,22,73,9.9,0
1151,bus,22,1044,10.11,0
943,bus,6,77,2.61,0
470,tram,40,30,1.9,0
1002,bus,22,875,7.65,0
1401,bus,12,90,11.24,0
471,bus,6,759,12.83,0
282,bus,6,1077,16.79,0
1088,bus,6,973,8.7,0
1073,bus,6,80,13.46,0
1537,bus,12,856,4.6,0
16,bus,12,91,0.35,0
2215,bus,12,743,5.39,0
94,tram,40,28,5.97,0
974,bus,22,259,8.78,0
446,tram,40,39,8.33,0
456,bus,6,935,10.49,0
65,bus,17,100,0.02,0
