stop1,stop2
4740204.0,4740205
4740205.0,4740207
4740207.0,4740211
4740211.0,4740219
4740219.0,4740225
4740225.0,4740230
4740230.0,4740235
4740235.0,4740237
4740237.0,4750202
4750202.0,4750212
4750212.0,4750217
4750217.0,4810201
4810201.0,4810202
4810202.0,4810204
4810204.0,4810206
4810206.0,4810207
4810207.0,4810208
4810208.0,4810210
4810210.0,4810216
4810216.0,4810239
4810239.0,4810240
4810240.0,4810243
4810243.0,4810501
4810501.0,4810551
4810551.0,4820204
4820204.0,4820206
4820206.0,4820213
4820213.0,4820222
4820222.0,4820224
4820224.0,4830201
4830201.0,4830203
4830203.0,4830210
4830210.0,4830216
4830216.0,4830220
4830220.0,4830222
4830222.0,4850201
4850201.0,4860201
4860201.0,4860219
4860219.0,4860256
4860256.0,4860257
4860257.0,4910204
4910204.0,4910215
4910215.0,4910216
4910216.0,4910218
4910218.0,4910221
4910221.0,4910222
4910222.0,4930201
4930201.0,4930205
4930205.0,4930206
4930206.0,4930208
4930208.0,4930225
4930225.0,4940211
4940211.0,4940213
4940213.0,4940215
4940215.0,4940217
4940217.0,4940218
4940218.0,4940219
4940219.0,4940221
4940221.0,4940222
4940222.0,4940227
4940227.0,4940228
4940228.0,4960213
4960213.0,4960214
4960214.0,4960218
4960218.0,4960219
4960219.0,4960220
4960220.0,4960239
4960239.0,4960294
4960294.0,4960298
4960298.0,4970203
4970203.0,4970204
4970204.0,4970205
4970205.0,4970225
4970225.0,4980201
4980201.0,5010505
5010505.0,5010553
5010553.0,5010556
5010556.0,5010560
5010560.0,5020503
5020503.0,5020553
5020553.0,6010204
6010204.0,6010501
6010501.0,6010504
6010504.0,6010551
6010551.0,6020215
6020215.0,6020250
6020250.0,6040247
6040247.0,6040277
6040277.0,6040284
6040284.0,6070210
6070210.0,6070213
6070213.0,6070216
6070216.0,6070220
6070220.0,6070243
6070243.0,6100206
6100206.0,6301025
6301025.0,6301250
6301250.0,9010204
9010204.0,9010211
9010211.0,9010221
9010221.0,9010223
9010223.0,9010225
9010225.0,9010236
9010236.0,9010238
9010238.0,9010241
9010241.0,9010243
9010243.0,9030213
9030213.0,9040200
9040200.0,9040209
9040209.0,9040215
9040215.0,9040220
9040220.0,9040501
9040501.0,9040502
9040502.0,9040505
9040505.0,9040506
9040506.0,9050225
9050225.0,9050226
9050226.0,9060207
9060207.0,9060209
9060209.0,9060211
9060211.0,9060213
9060213.0,9070217
9070217.0,9090228
9090228.0,9205204
9205204.0,9208204
9208204.0,9208206
9208206.0,9208221
9208221.0,9208224
9208224.0,9208280
9208280.0,9211210
9211210.0,9217204
9217204.0,9217209
9217209.0,9217213
9217213.0,9222246
9222246.0,9222248
9222248.0,9224209
9224209.0,9224210
9224210.0,9500293
9500293.0,9501001
9501001.0,9501009
9501009.0,9501010
9501010.0,9620120
9620120.0,9650104
9650104.0,9650319
9650319.0,9650400
9650400.0,9650404
9650404.0,9650411
9650411.0,9650412
9650412.0,9650415
9650415.0,9651011
9651011.0,9651502
9651502.0,9651602
9651602.0,9651612
9651612.0,9651702
9651702.0,9700207
