trip_id,route_id,start_time,start_date,direction,total_stops
,1071,2025-01-31 19:20:00,2025-01-30,1,1
,1077,2025-01-31 19:21:00,2025-01-30,2,1
,1081,2025-01-31 18:53:00,2025-01-30,1,19
,1004,2025-01-31 18:54:00,2025-01-30,2,30
,2502,2025-01-31 19:07:00,2025-01-30,2,22
,1063,2025-01-31 18:50:00,2025-01-30,1,33
,4600,2025-01-31 18:49:00,2025-01-30,1,25
,2162,2025-01-31 19:08:00,2025-01-30,2,24
,1089,2025-01-31 19:13:00,2025-01-30,2,11
,2015,2025-01-31 19:25:00,2025-01-30,2,1
,2502,2025-01-31 19:07:00,2025-01-30,1,22
,4611,2025-01-31 19:08:00,2025-01-30,1,35
,1500,2025-01-31 18:30:00,2025-01-30,1,28
,1030,2025-01-31 19:10:00,2025-01-30,2,41
,2510,2025-01-31 18:14:00,2025-01-30,1,36
,1506,2025-01-31 18:53:00,2025-01-30,2,41
,1500,2025-01-31 19:19:00,2025-01-30,1,1
,1057,2025-01-31 19:12:00,2025-01-30,1,40
,1084,2025-01-31 19:14:00,2025-01-30,2,15
,4600,2025-01-31 19:49:00,2025-01-30,1,25
,1023,2025-01-31 19:19:00,2025-01-30,1,35
,1023,2025-01-31 19:51:00,2025-01-30,1,35
,4717,2025-01-31 20:00:00,2025-01-30,1,1
,1002,2025-01-31 19:21:00,2025-01-30,2,25
,2124,2025-01-31 19:29:00,2025-01-30,1,31
,4587,2025-01-31 18:32:00,2025-01-30,2,58
,1002,2025-01-31 20:08:00,2025-01-30,2,1
,2114,2025-01-31 19:47:00,2025-01-30,2,38
,2163,2025-01-31 19:29:00,2025-01-30,2,47
,1082,2025-01-31 19:45:00,2025-01-30,1,13
,1020,2025-01-31 19:46:00,2025-01-30,1,25
,1026,2025-01-31 20:01:00,2025-01-30,1,4
,2544,2025-01-31 19:44:00,2025-01-30,1,39
,2542,2025-01-31 19:22:00,2025-01-30,2,47
,1021,2025-01-31 19:10:00,2025-01-30,1,15
,2502,2025-01-31 19:27:00,2025-01-30,1,23
,4624,2025-01-31 19:36:00,2025-01-30,2,41
,1009,2025-01-31 19:43:00,2025-01-30,2,27
,2118,2025-01-31 19:57:00,2025-01-30,2,1
,1500,2025-01-31 19:28:00,2025-01-30,2,28
,1079,2025-01-31 19:49:00,2025-01-30,2,45
,1079,2025-01-31 19:18:00,2025-01-30,2,45
,1016,2025-01-31 19:34:00,2025-01-30,2,22
,4570,2025-01-31 19:25:00,2025-01-30,2,37
,1006,2025-01-31 19:57:00,2025-01-30,2,1
,4623,2025-01-31 19:17:00,2025-01-30,2,40
,2114,2025-01-31 19:20:00,2025-01-30,1,35
,1003,2025-01-31 19:20:00,2025-01-30,1,32
,1003,2025-01-31 19:56:00,2025-01-30,1,2
,2510,2025-01-31 19:52:00,2025-01-30,2,37
,1010,2025-01-31 20:01:00,2025-01-30,2,1
,1079,2025-01-31 18:32:00,2025-01-30,2,45
,4600,2025-01-31 19:25:00,2025-01-30,2,25
,2124,2025-01-31 19:44:00,2025-01-30,1,31
,1007,2025-01-31 19:24:00,2025-01-30,1,32
,2236,2025-01-31 19:46:00,2025-01-30,2,49
,4711,2025-01-31 20:00:00,2025-01-30,2,1
,1013,2025-01-31 19:47:00,2025-01-30,2,13
,4736,2025-01-31 19:28:00,2025-01-30,1,74
,2554,2025-01-31 19:14:00,2025-01-30,1,41
,9976,2025-01-31 19:52:00,2025-01-30,2,11
,6243,2025-01-31 19:47:00,2025-01-30,2,33
,1065,2025-01-31 19:57:00,2025-01-30,1,1
,2549,2025-01-31 19:47:00,2025-01-30,1,29
,1055,2025-01-31 20:02:00,2025-01-30,1,1
,1052,2025-01-31 19:25:00,2025-01-30,2,41
,2158,2025-01-31 19:09:00,2025-01-30,2,42
,2118,2025-01-31 18:42:00,2025-01-30,2,30
,4300,2025-01-31 19:37:00,2025-01-30,1,29
,1021,2025-01-31 19:50:00,2025-01-30,1,15
,1065,2025-01-31 19:56:00,2025-01-30,2,25
,4560,2025-01-31 18:43:00,2025-01-30,1,41
,2015,2025-01-31 18:45:00,2025-01-30,2,34
,2111,2025-01-31 19:57:00,2025-01-30,2,1
,1082,2025-01-31 19:43:00,2025-01-30,2,13
,1001,2025-01-31 19:40:00,2025-01-30,1,31
,4570,2025-01-31 18:25:00,2025-01-30,1,37
,2158,2025-01-31 19:46:00,2025-01-30,1,39
,1500,2025-01-31 19:07:00,2025-01-30,1,28
,2548,2025-01-31 18:54:00,2025-01-30,1,32
,1006,2025-01-31 19:47:00,2025-01-30,1,23
,2125,2025-01-31 19:40:00,2025-01-30,2,33
,1002,2025-01-31 19:45:00,2025-01-30,2,25
,4560,2025-01-31 19:40:00,2025-01-30,2,41
,3001K,2025-01-31 19:31:00,2025-01-30,1,15
,1084,2025-01-31 19:59:00,2025-01-30,2,1
,1010,2025-01-31 18:58:00,2025-01-30,1,14
,1086,2025-01-31 19:45:00,2025-01-30,2,16
,1030,2025-01-31 19:38:00,2025-01-30,1,40
,1500,2025-01-31 19:52:00,2025-01-30,2,28
,2200,2025-01-31 19:40:00,2025-01-30,2,33
,1059,2025-01-31 19:30:00,2025-01-30,2,36
,1071,2025-01-31 19:40:00,2025-01-30,1,29
,1010,2025-01-31 19:58:00,2025-01-30,1,1
,2549,2025-01-31 19:59:00,2025-01-30,2,1
,1061,2025-01-31 19:41:00,2025-01-30,1,34
,4400,2025-01-31 18:48:00,2025-01-30,2,29
,1071,2025-01-31 19:00:00,2025-01-30,1,29
,1064,2025-01-31 19:51:00,2025-01-30,1,25
,9841,2025-01-31 20:00:00,2025-01-30,1,1
,5530,2025-01-31 18:51:00,2025-01-30,2,36
,1040,2025-01-31 19:06:00,2025-01-30,1,24
,4560,2025-01-31 19:54:00,2025-01-30,1,41
,4721,2025-01-31 19:27:00,2025-01-30,1,46
,4570,2025-01-31 19:55:00,2025-01-30,2,37
,1021,2025-01-31 19:41:00,2025-01-30,2,16
,4570,2025-01-31 19:25:00,2025-01-30,2,38
,2125,2025-01-31 18:55:00,2025-01-30,2,33
,4431,2025-01-31 19:07:00,2025-01-30,2,37
,1004,2025-01-31 19:37:00,2025-01-30,1,29
,2200,2025-01-31 19:25:00,2025-01-30,2,33
,1030,2025-01-31 19:40:00,2025-01-30,2,41
,1001,2025-01-31 18:52:00,2025-01-30,1,31
,2542,2025-01-31 18:51:00,2025-01-30,2,47
,4734,2025-01-31 19:56:00,2025-01-30,1,11
,2224,2025-01-31 19:47:00,2025-01-30,1,41
,4600,2025-01-31 19:44:00,2025-01-30,2,25
,1085,2025-01-31 19:55:00,2025-01-30,2,16
,4570,2025-01-31 19:55:00,2025-01-30,1,38
,4300,2025-01-31 19:21:00,2025-01-30,2,29
,2510,2025-01-31 18:15:00,2025-01-30,2,37
,4717,2025-01-31 19:42:00,2025-01-30,2,47
,4611,2025-01-31 18:48:00,2025-01-30,1,35
,1001,2025-01-31 19:04:00,2025-01-30,1,31
,5583,2025-01-31 19:45:00,2025-01-30,2,45
,3001K,2025-01-31 19:41:00,2025-01-30,1,15
,5520,2025-01-31 19:41:00,2025-01-30,2,37
,1067,2025-01-31 19:44:00,2025-01-30,2,32
,2165,2025-01-31 19:38:00,2025-01-30,2,27
,1002,2025-01-31 19:45:00,2025-01-30,1,27
,1096,2025-01-31 20:00:00,2025-01-30,1,1
,1009,2025-01-31 19:19:00,2025-01-30,2,27
,1056,2025-01-31 19:31:00,2025-01-30,1,31
,4522B,2025-01-31 19:55:00,2025-01-30,2,12
,1007,2025-01-31 19:11:00,2025-01-30,1,32
,1073,2025-01-31 19:42:00,2025-01-30,2,37
,4311,2025-01-31 19:43:00,2025-01-30,2,23
,4600,2025-01-31 19:29:00,2025-01-30,1,25
,1073,2025-01-31 19:56:00,2025-01-30,1,38
,3001I,2025-01-31 19:56:00,2025-01-30,1,26
,1054,2025-01-31 19:45:00,2025-01-30,1,29
,1001,2025-01-31 19:52:00,2025-01-30,1,31
,1001,2025-01-31 19:16:00,2025-01-30,1,31
,4570,2025-01-31 19:35:00,2025-01-30,1,38
,2118,2025-01-31 19:28:00,2025-01-30,1,32
,1022,2025-01-31 18:49:00,2025-01-30,1,18
,2015,2025-01-31 18:45:00,2025-01-30,1,34
,3002P,2025-01-31 19:48:00,2025-01-30,1,26
,2163,2025-01-31 19:29:00,2025-01-30,1,47
,1005,2025-01-31 19:56:00,2025-01-30,1,1
,1078,2025-01-31 19:40:00,2025-01-30,2,27
,1061,2025-01-31 19:21:00,2025-01-30,1,34
,1077,2025-01-31 19:38:00,2025-01-30,1,29
,1057,2025-01-31 19:45:00,2025-01-30,2,39
,4522,2025-01-31 19:49:00,2025-01-30,2,34
,1021,2025-01-31 19:01:00,2025-01-30,2,16
,1500,2025-01-31 19:40:00,2025-01-30,2,28
,1079,2025-01-31 19:03:00,2025-01-30,2,45
,1095,2025-01-31 19:56:00,2025-01-30,1,25
,6171,2025-01-31 19:39:00,2025-01-30,1,42
,2542,2025-01-31 19:53:00,2025-01-30,2,47
,4611,2025-01-31 18:46:00,2025-01-30,2,36
,1078,2025-01-31 19:59:00,2025-01-30,2,1
,4300,2025-01-31 19:45:00,2025-01-30,2,29
,4400,2025-01-31 18:51:00,2025-01-30,1,29
,2114,2025-01-31 18:59:00,2025-01-30,2,38
,1009,2025-01-31 19:55:00,2025-01-30,2,27
,4570,2025-01-31 19:15:00,2025-01-30,1,37
,1063,2025-01-31 19:05:00,2025-01-30,1,33
,4570,2025-01-31 19:05:00,2025-01-30,2,38
,1088,2025-01-31 19:54:00,2025-01-30,2,13
,2118,2025-01-31 18:57:00,2025-01-30,2,30
,2133,2025-01-31 19:51:00,2025-01-30,2,22
,9844,2025-01-31 19:16:00,2025-01-30,1,37
,1500,2025-01-31 19:31:00,2025-01-30,1,28
,1013,2025-01-31 19:46:00,2025-01-30,1,13
,4739,2025-01-31 19:08:00,2025-01-30,1,55
,4735,2025-01-31 19:49:00,2025-01-30,2,39
,1087,2025-01-31 19:45:00,2025-01-30,2,12
,2015,2025-01-31 18:51:00,2025-01-30,2,34
,2510,2025-01-31 19:28:00,2025-01-30,2,37
,1040,2025-01-31 19:26:00,2025-01-30,1,24
,1023,2025-01-31 19:34:00,2025-01-30,2,35
,2200,2025-01-31 19:47:00,2025-01-30,1,33
,2554,2025-01-31 19:55:00,2025-01-30,1,41
,1071,2025-01-31 19:10:00,2025-01-30,1,29
,1030,2025-01-31 18:56:00,2025-01-30,1,40
,2200,2025-01-31 19:55:00,2025-01-30,2,33
,4335,2025-01-31 19:24:00,2025-01-30,1,57
,1074,2025-01-31 19:24:00,2025-01-30,1,40
,2544,2025-01-31 18:35:00,2025-01-30,2,39
,4570,2025-01-31 19:05:00,2025-01-30,2,37
,2236,2025-01-31 19:46:00,2025-01-30,1,49
,4562,2025-01-31 19:26:00,2025-01-30,1,43
,3001R,2025-01-31 19:25:00,2025-01-30,2,10
,1089,2025-01-31 19:44:00,2025-01-30,1,11
,2502,2025-01-31 19:47:00,2025-01-30,2,23
,3002A,2025-01-31 19:06:00,2025-01-30,2,8
,3001Z,2025-01-31 20:19:00,2025-01-30,2,8
,1069,2025-01-31 19:44:00,2025-01-30,1,62
,4570,2025-01-31 18:25:00,2025-01-30,2,38
,3001I,2025-01-31 18:36:00,2025-01-30,1,26
,3002E,2025-01-31 19:57:00,2025-01-30,1,1
,4624,2025-01-31 18:46:00,2025-01-30,2,41
,2533,2025-01-31 19:22:00,2025-01-30,1,48
,2239,2025-01-31 19:31:00,2025-01-30,1,52
,2548,2025-01-31 19:25:00,2025-01-30,1,32
,1065,2025-01-31 19:36:00,2025-01-30,2,25
,1070,2025-01-31 19:17:00,2025-01-30,1,1
,3002P,2025-01-31 19:38:00,2025-01-30,1,26
,1025,2025-01-31 19:26:00,2025-01-30,2,24
,2158,2025-01-31 19:55:00,2025-01-30,2,42
,1500,2025-01-31 18:40:00,2025-01-30,2,28
,4572,2025-01-31 19:05:00,2025-01-30,1,56
,1037,2025-01-31 19:33:00,2025-01-30,1,35
,3001R,2025-01-31 19:40:00,2025-01-30,1,10
,1092,2025-01-31 19:04:00,2025-01-30,1,13
,1009,2025-01-31 20:02:00,2025-01-30,1,1
,1030,2025-01-31 19:23:00,2025-01-30,1,40
,1071,2025-01-31 19:30:00,2025-01-30,1,29
,2200,2025-01-31 19:10:00,2025-01-30,2,33
,2542,2025-01-31 19:47:00,2025-01-30,1,47
,1064,2025-01-31 19:56:00,2025-01-30,2,1
,2502,2025-01-31 19:47:00,2025-01-30,2,22
,1094A,2025-01-31 19:54:00,2025-01-30,2,6
,3002E,2025-01-31 19:27:00,2025-01-30,1,11
,1067,2025-01-31 19:24:00,2025-01-30,2,32
,4560,2025-01-31 19:50:00,2025-01-30,2,41
,4570,2025-01-31 19:35:00,2025-01-30,1,37
,1042,2025-01-31 19:41:00,2025-01-30,2,27
,1013,2025-01-31 19:58:00,2025-01-30,1,1
,5530,2025-01-31 19:41:00,2025-01-30,2,36
,2162,2025-01-31 19:36:00,2025-01-30,1,26
,5520,2025-01-31 18:30:00,2025-01-30,2,37
,4570,2025-01-31 18:25:00,2025-01-30,2,37
,2227,2025-01-31 19:31:00,2025-01-30,1,28
,4560,2025-01-31 19:23:00,2025-01-30,1,41
,2549,2025-01-31 19:29:00,2025-01-30,2,29
,2125,2025-01-31 19:25:00,2025-01-30,2,33
,1003,2025-01-31 19:24:00,2025-01-30,2,31
,1054,2025-01-31 19:46:00,2025-01-30,2,30
,4522,2025-01-31 19:26:00,2025-01-30,1,35
,2202,2025-01-31 19:55:00,2025-01-30,1,22
,4400,2025-01-31 19:55:00,2025-01-30,2,29
,4570,2025-01-31 19:55:00,2025-01-30,1,37
,1074,2025-01-31 19:53:00,2025-01-30,2,39
,1069,2025-01-31 19:44:00,2025-01-30,2,62
,1041,2025-01-31 19:54:00,2025-01-30,2,26
,1020,2025-01-31 19:11:00,2025-01-30,2,26
,1001,2025-01-31 19:28:00,2025-01-30,1,31
,9985,2025-01-31 19:52:00,2025-01-30,1,36
,9641,2025-01-31 19:38:00,2025-01-30,1,53
,1037,2025-01-31 19:54:00,2025-01-30,2,37
,2531,2025-01-31 19:21:00,2025-01-30,2,32
,1037,2025-01-31 19:53:00,2025-01-30,1,35
,3001I,2025-01-31 19:16:00,2025-01-30,1,26
,1069,2025-01-31 18:41:00,2025-01-30,1,62
,1088,2025-01-31 19:45:00,2025-01-30,1,15
,1003,2025-01-31 19:49:00,2025-01-30,2,31
,1005,2025-01-31 19:49:00,2025-01-30,2,8
,4623,2025-01-31 19:44:00,2025-01-30,1,40
,2118,2025-01-31 19:43:00,2025-01-30,1,32
,1059,2025-01-31 19:32:00,2025-01-30,1,37
,4631,2025-01-31 19:50:00,2025-01-30,2,41
,4562,2025-01-31 19:53:00,2025-01-30,2,43
,1002,2025-01-31 19:21:00,2025-01-30,2,27
,1097,2025-01-31 19:56:00,2025-01-30,2,3
,2158,2025-01-31 19:24:00,2025-01-30,2,42
,3002U,2025-01-31 20:42:00,2025-01-30,1,15
,4570,2025-01-31 19:05:00,2025-01-30,1,37
,4571,2025-01-31 19:13:00,2025-01-30,2,48
,1075,2025-01-31 19:25:00,2025-01-30,1,27
,5520,2025-01-31 19:45:00,2025-01-30,1,37
,4570,2025-01-31 19:35:00,2025-01-30,2,37
,2239,2025-01-31 19:31:00,2025-01-30,1,50
,2533,2025-01-31 18:36:00,2025-01-30,1,48
,3001K,2025-01-31 19:51:00,2025-01-30,1,15
,2163,2025-01-31 19:29:00,2025-01-30,2,48
,9985,2025-01-31 19:16:00,2025-01-30,1,36
,2502,2025-01-31 19:27:00,2025-01-30,1,22
,1070,2025-01-31 19:53:00,2025-01-30,2,32
,1001,2025-01-31 19:55:00,2025-01-30,2,31
,1054,2025-01-31 18:46:00,2025-01-30,2,30
,1041,2025-01-31 19:25:00,2025-01-30,1,26
,1054,2025-01-31 19:26:00,2025-01-30,2,30
,2214,2025-01-31 19:44:00,2025-01-30,1,23
,3001Z,2025-01-31 19:35:00,2025-01-30,1,8
,2162,2025-01-31 19:51:00,2025-01-30,1,26
,9842,2025-01-31 19:26:00,2025-01-30,2,45
,1055,2025-01-31 19:47:00,2025-01-30,1,22
,5530,2025-01-31 18:51:00,2025-01-30,1,36
,1097,2025-01-31 19:06:00,2025-01-30,1,15
,4731,2025-01-31 18:38:00,2025-01-30,2,35
,3002A,2025-01-31 19:46:00,2025-01-30,2,8
,1063,2025-01-31 19:56:00,2025-01-30,2,34
,2533,2025-01-31 19:07:00,2025-01-30,1,48
,1007,2025-01-31 19:36:00,2025-01-30,1,32
,4311,2025-01-31 19:40:00,2025-01-30,1,22
,9963,2025-01-31 19:07:00,2025-01-30,1,19
,4717,2025-01-31 19:30:00,2025-01-30,1,48
,4611,2025-01-31 19:28:00,2025-01-30,1,35
,1079,2025-01-31 19:38:00,2025-01-30,1,45
,1001,2025-01-31 18:43:00,2025-01-30,2,31
,1063,2025-01-31 19:50:00,2025-01-30,1,33
,9641,2025-01-31 19:21:00,2025-01-30,2,54
,1069,2025-01-31 19:44:00,2025-01-30,1,66
,1052,2025-01-31 19:56:00,2025-01-30,2,41
,4600,2025-01-31 19:34:00,2025-01-30,2,25
,9985,2025-01-31 19:40:00,2025-01-30,2,34
,2113,2025-01-31 19:09:00,2025-01-30,1,24
,1056,2025-01-31 19:46:00,2025-01-30,1,31
,2544,2025-01-31 19:36:00,2025-01-30,2,39
,1006,2025-01-31 19:21:00,2025-01-30,2,21
,1007,2025-01-31 19:54:00,2025-01-30,2,31
,1064,2025-01-31 19:31:00,2025-01-30,1,25
,4400,2025-01-31 19:25:00,2025-01-30,2,29
,1004,2025-01-31 19:49:00,2025-01-30,1,29
,2162,2025-01-31 19:38:00,2025-01-30,2,24
,1064,2025-01-31 19:36:00,2025-01-30,2,25
,2544,2025-01-31 19:29:00,2025-01-30,1,39
,1003,2025-01-31 19:44:00,2025-01-30,1,32
,1030,2025-01-31 19:25:00,2025-01-30,2,41
,1071,2025-01-31 18:41:00,2025-01-30,1,29
,2246,2025-01-31 19:57:00,2025-01-30,1,1
,4445,2025-01-31 19:56:00,2025-01-30,2,1
,4624,2025-01-31 19:38:00,2025-01-30,1,40
,3001R,2025-01-31 19:10:00,2025-01-30,1,10
,2166,2025-01-31 19:54:00,2025-01-30,2,12
,9641,2025-01-31 19:51:00,2025-01-30,2,54
,5583,2025-01-31 19:57:00,2025-01-30,1,44
,2554,2025-01-31 19:36:00,2025-01-30,2,41
,1016,2025-01-31 19:45:00,2025-01-30,1,21
,1077,2025-01-31 19:58:00,2025-01-30,1,1
,1071,2025-01-31 19:25:00,2025-01-30,2,29
,1020,2025-01-31 19:26:00,2025-01-30,2,26
,4431,2025-01-31 19:07:00,2025-01-30,1,37
,4561,2025-01-31 19:37:00,2025-01-30,1,61
,1002,2025-01-31 19:45:00,2025-01-30,1,25
,1020,2025-01-31 19:41:00,2025-01-30,2,26
,2236,2025-01-31 19:16:00,2025-01-30,1,51
,1065,2025-01-31 19:37:00,2025-01-30,1,25
,1004,2025-01-31 19:56:00,2025-01-30,2,30
,4600,2025-01-31 19:15:00,2025-01-30,2,25
,4400,2025-01-31 19:43:00,2025-01-30,1,29
,1066,2025-01-31 19:42:00,2025-01-30,2,23
,2200,2025-01-31 18:55:00,2025-01-30,2,33
,1074,2025-01-31 19:12:00,2025-01-30,2,39
,1006,2025-01-31 19:22:00,2025-01-30,1,23
,1078,2025-01-31 19:38:00,2025-01-30,1,24
,2105,2025-01-31 19:34:00,2025-01-30,1,26
,4739,2025-01-31 19:49:00,2025-01-30,1,55
,1075,2025-01-31 19:45:00,2025-01-30,1,27
,4561,2025-01-31 19:48:00,2025-01-30,2,60
,4570,2025-01-31 19:05:00,2025-01-30,1,38
,6171,2025-01-31 19:32:00,2025-01-30,2,42
,2015,2025-01-31 18:33:00,2025-01-30,2,34
,1025,2025-01-31 19:26:00,2025-01-30,2,23
,1067,2025-01-31 19:54:00,2025-01-30,1,30
,2554,2025-01-31 18:56:00,2025-01-30,2,41
,9963,2025-01-31 19:40:00,2025-01-30,2,17
,1064,2025-01-31 19:16:00,2025-01-30,2,25
,1040,2025-01-31 19:36:00,2025-01-30,1,24
,1070,2025-01-31 19:13:00,2025-01-30,2,32
,4433,2025-01-31 19:44:00,2025-01-30,1,20
,1013,2025-01-31 19:23:00,2025-01-30,2,1
,5566,2025-01-31 18:45:00,2025-01-30,2,41
,2236,2025-01-31 19:46:00,2025-01-30,1,51
,1003,2025-01-31 20:00:00,2025-01-30,2,1
,4570,2025-01-31 19:15:00,2025-01-30,1,38
,5583,2025-01-31 19:57:00,2025-01-30,1,1
,2510,2025-01-31 19:40:00,2025-01-30,2,37
,1041,2025-01-31 18:45:00,2025-01-30,1,26
,1092,2025-01-31 19:50:00,2025-01-30,2,13
,4735,2025-01-31 19:19:00,2025-01-30,2,39
,4717,2025-01-31 19:25:00,2025-01-30,2,47
,4600,2025-01-31 19:39:00,2025-01-30,1,25
,5520,2025-01-31 19:25:00,2025-01-30,1,37
,5583,2025-01-31 19:26:00,2025-01-30,1,44
,4560,2025-01-31 20:04:00,2025-01-30,1,1
,1094,2025-01-31 19:11:00,2025-01-30,1,19
,5530,2025-01-31 19:01:00,2025-01-30,2,36
,4570,2025-01-31 19:55:00,2025-01-30,2,38
,1083,2025-01-31 19:56:00,2025-01-30,1,1
,2239,2025-01-31 19:31:00,2025-01-30,2,50
,2202,2025-01-31 19:50:00,2025-01-30,2,19
,1021,2025-01-31 20:00:00,2025-01-30,1,1
,2239,2025-01-31 19:31:00,2025-01-30,2,52
,2200,2025-01-31 19:32:00,2025-01-30,1,33
,1069,2025-01-31 19:44:00,2025-01-30,2,66
,4560,2025-01-31 19:03:00,2025-01-30,1,41
,2158,2025-01-31 19:39:00,2025-01-30,2,42
,2163,2025-01-31 19:29:00,2025-01-30,1,48
,1097V,2025-01-31 19:46:00,2025-01-30,1,21
,2236,2025-01-31 18:44:00,2025-01-30,2,49
,1069,2025-01-31 19:22:00,2025-01-30,2,66
,1001,2025-01-31 20:04:00,2025-01-30,1,1
,1052,2025-01-31 19:34:00,2025-01-30,1,40
,4587,2025-01-31 19:32:00,2025-01-30,2,66
,3002U,2025-01-31 20:07:00,2025-01-30,2,15
,3001R,2025-01-31 19:55:00,2025-01-30,2,10
,1098,2025-01-31 19:23:00,2025-01-30,1,1
,9841,2025-01-31 19:00:00,2025-01-30,1,55
,4300,2025-01-31 19:07:00,2025-01-30,1,29
,2215,2025-01-31 19:46:00,2025-01-30,1,20
,1075,2025-01-31 19:32:00,2025-01-30,2,1
,2118,2025-01-31 19:57:00,2025-01-30,2,30
,2533,2025-01-31 19:35:00,2025-01-30,1,48
,2165,2025-01-31 19:35:00,2025-01-30,1,28
,1002,2025-01-31 19:45:00,2025-01-30,2,27
,1021,2025-01-31 19:51:00,2025-01-30,2,16
,4631,2025-01-31 19:20:00,2025-01-30,2,41
,4443,2025-01-31 19:50:00,2025-01-30,1,22
,5530,2025-01-31 19:26:00,2025-01-30,2,36
,1009,2025-01-31 19:27:00,2025-01-30,1,28
,4624,2025-01-31 20:06:00,2025-01-30,2,1
,4400,2025-01-31 19:21:00,2025-01-30,1,29
,3002U,2025-01-31 19:37:00,2025-01-30,2,15
,1010,2025-01-31 19:37:00,2025-01-30,2,14
,1057,2025-01-31 19:31:00,2025-01-30,2,39
,1004,2025-01-31 19:19:00,2025-01-30,2,30
,2212,2025-01-31 18:33:00,2025-01-30,2,41
,2582,2025-01-31 19:44:00,2025-01-30,2,41
,4562,2025-01-31 19:32:00,2025-01-30,2,43
,2549,2025-01-31 19:44:00,2025-01-30,2,29
,4560,2025-01-31 18:50:00,2025-01-30,2,41
,2159,2025-01-31 20:04:00,2025-01-30,2,1
,4570,2025-01-31 19:35:00,2025-01-30,2,38
,1094A,2025-01-31 19:45:00,2025-01-30,1,17
,3002A,2025-01-31 19:03:00,2025-01-30,1,8
,5520,2025-01-31 19:31:00,2025-01-30,2,37
,1095,2025-01-31 19:58:00,2025-01-30,2,1
,1003,2025-01-31 19:32:00,2025-01-30,1,32
,1007,2025-01-31 19:47:00,2025-01-30,1,32
,2236,2025-01-31 19:46:00,2025-01-30,2,51
,1074,2025-01-31 19:32:00,2025-01-30,2,39
,2321,2025-01-31 19:30:00,2025-01-30,1,45
,1061,2025-01-31 18:41:00,2025-01-30,1,34
,2531,2025-01-31 19:22:00,2025-01-30,1,32
,1042,2025-01-31 19:39:00,2025-01-30,1,25
,1500,2025-01-31 19:55:00,2025-01-30,1,28
,1085,2025-01-31 19:18:00,2025-01-30,1,1
,4560,2025-01-31 18:23:00,2025-01-30,1,41
,1020,2025-01-31 19:16:00,2025-01-30,1,25
,1009,2025-01-31 19:14:00,2025-01-30,1,28
,5530,2025-01-31 19:56:00,2025-01-30,2,1
,4611,2025-01-31 19:48:00,2025-01-30,1,35
,2548,2025-01-31 19:40:00,2025-01-30,1,32
,5520,2025-01-31 19:21:00,2025-01-30,2,37
,1081,2025-01-31 19:55:00,2025-01-30,1,20
,4562,2025-01-31 19:46:00,2025-01-30,1,43
,6171,2025-01-31 19:02:00,2025-01-30,2,42
,1056,2025-01-31 19:49:00,2025-01-30,2,29
,2118,2025-01-31 19:12:00,2025-01-30,2,30
,2159,2025-01-31 19:54:00,2025-01-30,1,17
,1094,2025-01-31 19:41:00,2025-01-30,1,19
,2245,2025-01-31 20:04:00,2025-01-30,2,1
,1010,2025-01-31 19:46:00,2025-01-30,1,14
,4570,2025-01-31 18:25:00,2025-01-30,1,38
,1083,2025-01-31 19:01:00,2025-01-30,1,16
,3002P,2025-01-31 19:28:00,2025-01-30,1,26
,1010,2025-01-31 19:49:00,2025-01-30,2,14
,4300,2025-01-31 19:28:00,2025-01-30,1,29
,1059,2025-01-31 19:17:00,2025-01-30,1,37
,2548,2025-01-31 19:31:00,2025-01-30,2,33
,4574,2025-01-31 19:53:00,2025-01-30,2,65
,1075,2025-01-31 19:53:00,2025-01-30,2,28
,4711,2025-01-31 19:30:00,2025-01-30,2,21
,1084,2025-01-31 19:44:00,2025-01-30,2,15
,4400,2025-01-31 19:33:00,2025-01-30,1,29
,1054,2025-01-31 19:25:00,2025-01-30,1,29
,2554,2025-01-31 19:35:00,2025-01-30,1,41
,4731,2025-01-31 19:35:00,2025-01-30,2,35
,1070,2025-01-31 19:33:00,2025-01-30,2,32
,1003,2025-01-31 17:20:00,2025-01-30,1,32
,2531,2025-01-31 17:15:00,2025-01-30,2,32
,2345,2025-01-31 16:53:00,2025-01-30,1,50
,4335,2025-01-31 17:14:00,2025-01-30,1,57
,2553,2025-01-31 17:33:00,2025-01-30,1,43
,4300,2025-01-31 19:18:00,2025-01-30,1,29
,2554,2025-01-31 19:56:00,2025-01-30,2,1
,1088,2025-01-31 17:29:00,2025-01-30,2,15
,5520,2025-01-31 16:53:00,2025-01-30,1,37
,1071,2025-01-31 17:15:00,2025-01-30,1,29
,4572,2025-01-31 17:07:00,2025-01-30,2,52
,4561,2025-01-31 16:49:00,2025-01-30,1,61
,1025,2025-01-31 17:28:00,2025-01-30,1,23
,1097V,2025-01-31 17:48:00,2025-01-30,1,1
,2215,2025-01-31 17:25:00,2025-01-30,2,18
,1042,2025-01-31 17:21:00,2025-01-30,2,27
,2015,2025-01-31 17:03:00,2025-01-30,2,34
,4600,2025-01-31 17:15:00,2025-01-30,1,25
,1066,2025-01-31 17:47:00,2025-01-30,1,1
,2213,2025-01-31 17:07:00,2025-01-30,1,45
,2553,2025-01-31 16:59:00,2025-01-30,1,47
,1067,2025-01-31 17:29:00,2025-01-30,1,32
,4571,2025-01-31 19:43:00,2025-01-30,2,48
,1075,2025-01-31 17:17:00,2025-01-30,2,28
,3002A,2025-01-31 17:43:00,2025-01-30,1,8
