vehicle_id,vehicle_latitude,vehicle_longitude
667,60.187421,24.97437
1017,60.089587,24.383263
439,60.169098,24.950625
928,60.322587,24.868907
928,60.322339,24.868903
1375,60.193224,25.034947
1017,60.223725,24.698584
1005,60.227193,24.907159
1068,60.240093,24.738798
638,60.160016,24.789863
1116,60.269783,24.847425
458,60.195372,24.872304
1085,60.178267,24.951644
1025,60.140627,24.550279
986,60.14869,24.664287
226,60.206573,24.97336
444,60.220695,24.80828
444,60.220923,24.808562
15,60.275135,24.749735
15,60.275927,24.749848
1250,60.174133,24.933278
1044,60.173301,24.692522
946,60.14948,24.642331
1407,60.186874,24.943159
415,60.281323,25.102043
443,60.167377,24.9631
281,60.19458,24.595454
1003,60.216557,24.755656
1057,60.18904,24.935337
439,60.169081,24.94788
1417,60.228438,24.895017
2260,60.21615,25.095358
1926,60.175353,24.80076
1926,60.175798,24.800507
979,60.302469,24.955208
1057,60.184078,24.93766
1053,60.180651,24.841672
1199,60.216406,24.975373
1212,60.176001,24.950125
1075,60.189783,24.601551
1831,60.196038,24.953123
1212,60.174484,24.950218
1064,60.202273,24.931098
463,60.324645,24.713913
1032,60.204033,24.928467
949,60.16273,24.673368
405,60.151135,24.916198
1079,60.179687,24.938878
1412,60.186398,24.821893
421,60.200909,24.946546
1108,60.205018,24.963603
2258,60.236052,25.085049
6301,60.222389,24.952437
638,60.159207,24.784587
965,60.216729,24.918451
1205,60.231377,25.003907
1017,60.090008,24.385467
1216,60.204462,24.661015
97,60.194446,24.945366
1051,60.204478,24.74334
1159,60.166016,24.748563
2422,60.352673,25.065632
1005,60.225878,24.907778
2422,60.352852,25.06264
1277,60.207798,24.879575
1017,60.090726,24.388361
1277,60.208052,24.879517
103,60.170212,24.938087
1008,60.303305,25.049621
2422,60.35318,25.059216
447,60.191175,24.910022
943,60.196721,24.941303
1405,60.203027,24.775186
623,60.210823,25.058669
121,60.169967,24.938473
1410,60.228723,25.013599
1168,60.286676,24.957617
1405,60.203262,24.774035
121,60.170221,24.938155
424,60.211471,24.821775
925,60.186301,24.961338
662,60.253844,24.820871
1111,60.244284,24.844587
925,60.185478,24.961132
443,60.167408,24.963008
1358,60.168235,25.02118
1348,60.174743,25.041332
1213,60.196278,24.962712
1085,60.178498,24.950593
991,60.162729,24.7747
430,60.158861,24.742026
1075,60.187231,24.594293
1068,60.191166,24.942228
1003,60.217154,24.772677
466,60.325096,25.025563
1075,60.188843,24.598863
454,60.201177,24.962772
694,60.250975,25.20995
71,60.187533,24.960616
10,60.222054,25.148707
1212,60.17429,24.949918
414,60.202913,24.964675
97,60.193299,24.943485
439,60.169149,24.948862
463,60.324616,24.713925
421,60.200621,24.944041
1090,60.269669,25.065901
1090,60.269723,25.066628
1380,60.276257,25.034474
1539,60.258281,24.808641
1117,60.214968,24.883959
1068,60.241788,24.743906
1079,60.176359,24.940118
1402,60.202026,24.662211
1008,60.309083,25.052198
1008,60.308206,25.051769
935,60.20832,24.894665
935,60.208277,24.894951
12,60.26074,24.856399
1005,60.223302,24.908878
1068,60.240049,24.738456
1405,60.20281,24.775999
249,60.378278,25.022612
1099,60.160741,24.694857
1240,60.188603,24.912584
1099,60.161505,24.697167
1535,60.197693,24.961654
665,60.185803,25.002503
932,60.193321,24.772013
986,60.148964,24.666974
2234,60.300717,25.114656
925,60.186696,24.961278
665,60.186358,25.007116
2234,60.30272,25.118255
1407,60.185728,24.93941
1265,60.198768,24.883923
3,60.276544,24.853943
1346,60.19373,25.03173
211,60.404247,25.104474
1804,60.188162,24.963567
1926,60.17517,24.800859
1096,60.141107,24.664406
6324,60.976389,25.658376
71,60.18754,24.960615
1003,60.217158,24.773081
463,60.327412,24.721231
474,60.33148,25.061586
1053,60.17988,24.835598
1212,60.174254,24.949818
1409,60.240083,24.873559
1064,60.204389,24.927808
262,60.206737,24.661464
194,60.293874,25.044636
2258,60.236332,25.086184
1539,60.260852,24.80696
1831,60.195311,24.954914
1051,60.206271,24.753532
1526,60.285149,24.983924
103,60.171429,24.935807
1022,60.198543,24.745489
1833,60.260497,24.963998
965,60.212676,24.916599
1068,60.240981,24.742366
1402,60.201037,24.662433
1216,60.204486,24.661147
1051,60.203687,24.743469
1033,60.310752,25.053041
1033,60.306566,25.050971
1068,60.240036,24.738388
1017,60.091163,24.389303
1017,60.223531,24.694614
1375,60.192381,25.038356
932,60.194422,24.768987
1410,60.22825,25.008676
925,60.187776,24.962467
928,60.318767,24.869799
1240,60.187176,24.914234
986,60.148959,24.666979
943,60.198872,24.939835
665,60.186138,25.007112
470,60.170521,24.944527
470,60.17049,24.943402
662,60.254243,24.816531
480,60.224418,24.713422
1003,60.189419,24.955317
457,60.178524,24.950417
1358,60.167822,25.020781
1338,60.249957,25.029743
1096,60.141216,24.665125
1093,60.177131,24.949924
1003,60.217168,24.773889
1417,60.229508,24.895166
466,60.327277,25.025041
1218,60.240534,24.710746
1020,60.161773,24.739592
1538,60.174445,24.801392
256,60.167134,24.617012
256,60.167322,24.616989
965,60.211038,24.915712
1538,60.174951,24.804406
1287,60.187031,24.743014
407,60.192216,24.928429
407,60.19219,24.928302
1068,60.180494,24.938537
1022,60.196412,24.743815
1090,60.269749,25.066993
1020,60.160704,24.740417
1108,60.20508,24.963488
1526,60.285975,24.986352
1117,60.215549,24.883499
949,60.163876,24.669888
1081,60.181767,24.95531
103,60.170559,24.937496
1033,60.306905,25.051108
249,60.37771,25.022015
1116,60.269773,24.846074
2422,60.35328,25.058075
1116,60.269782,24.847391
1535,60.198366,24.961575
1017,60.223462,24.689525
1099,60.161071,24.695684
1085,60.176964,24.951739
1099,60.161626,24.697781
1405,60.203731,24.771876
932,60.194075,24.769905
932,60.193905,24.770456
1057,60.204104,24.899003
1240,60.186799,24.91467
2234,60.301964,25.117145
470,60.170483,24.943242
1025,60.1383,24.535072
1111,60.243393,24.846028
480,60.22469,24.715448
1407,60.185932,24.940511
1250,60.174471,24.935388
1358,60.167385,25.020246
1410,60.228718,25.013564
1926,60.175148,24.805369
427,60.252256,24.769265
1025,60.278407,24.852647
1019,60.188676,24.935474
1053,60.180798,24.842825
1832,60.23252,24.9434
1218,60.239754,24.709008
1057,60.181274,24.939022
1045,60.189767,24.601498
1287,60.190008,24.741521
1701,60.249096,24.931919
1045,60.18981,24.601643
694,60.250248,25.214388
256,60.16598,24.615303
694,60.249887,25.217421
405,60.152669,24.910455
1539,60.262417,24.805929
407,60.192578,24.92918
421,60.200837,24.945906
194,60.293372,25.043549
97,60.194434,24.945319
638,60.159136,24.783773
1051,60.205526,24.744506
1526,60.287705,24.988932
1833,60.262563,24.968191
1159,60.165795,24.747291
12,60.261205,24.856421
1017,60.223546,24.693945
1277,60.210538,24.88084
623,60.21061,25.058485
121,60.169991,24.938432
1025,60.14418,24.562499
20,60.240401,24.980693
943,60.198286,24.940583
665,60.18599,25.003464
662,60.254811,24.82468
458,60.194511,24.872467
444,60.220746,24.808428
470,60.170476,24.943235
443,60.167393,24.963052
415,60.281351,25.102064
1076,60.224332,24.944821
3,60.27641,24.855982
1003,60.216574,24.755707
1003,60.217166,24.769076
1212,60.178647,24.95001
1019,60.18559,24.936902
1053,60.18094,24.843958
474,60.331923,25.060921
1019,60.182816,24.938328
1019,60.182498,24.938491
1701,60.249336,24.934495
463,60.327891,24.719527
1019,60.180862,24.939168
463,60.327838,24.71783
1045,60.189816,24.601656
1096,60.140089,24.657933
927,60.220058,24.862698
256,60.165953,24.615254
949,60.162598,24.673654
194,60.293949,25.044734
1117,60.217536,24.882299
262,60.206486,24.661021
1539,60.260978,24.806878
256,60.167481,24.616477
1117,60.215646,24.883456
1402,60.200401,24.663324
965,60.212939,24.916945
415,60.206927,24.974829
1402,60.200492,24.663129
965,60.215054,24.917452
1372,60.232398,25.011855
1079,60.175899,24.940183
935,60.208439,24.893822
1108,60.205902,24.963037
1005,60.2269,24.907313
1277,60.208734,24.879546
2422,60.353163,25.05941
1410,60.228786,25.013832
1059,60.246633,25.002225
662,60.254812,24.824681
932,60.193178,24.772386
226,60.207453,24.974204
1085,60.17846,24.950975
1025,60.13956,24.545318
424,60.211539,24.821668
15,60.27534,24.749888
15,60.275503,24.749938
1044,60.173119,24.689998
665,60.187674,25.008066
1838,60.285744,24.947094
1407,60.186233,24.941244
1358,60.168381,25.021323
443,60.167228,24.963545
1135,60.231502,24.934039
1362,60.164534,25.061813
10,60.222056,25.148715
1053,60.180968,24.844181
1075,60.185306,24.585574
414,60.204144,24.965749
463,60.324804,24.714178
1032,60.204146,24.92829
258,60.155363,24.640196
1117,60.216126,24.883142
278,60.13643,24.673427
256,60.166971,24.616515
1825,60.175895,24.922213
965,60.210972,24.915817
256,60.167698,24.616092
1079,60.180217,24.938653
1287,60.18683,24.743113
1090,60.269644,25.065234
1079,60.179229,24.939059
1004,60.222102,24.711311
1405,60.201844,24.780189
1111,60.252619,24.829075
421,60.200642,24.952549
421,60.20103,24.954138
928,60.323148,24.869051
1535,60.19993,24.961841
623,60.214713,25.058674
1033,60.303775,25.049763
1116,60.269711,24.843732
1410,60.227581,25.00243
627,60.220276,24.816044
292,60.17506,24.950221
1017,60.223537,24.694456
458,60.195449,24.872508
932,60.193226,24.77226
1165,60.254048,24.825434
1165,60.254374,24.82446
1407,60.185572,24.938335
1111,60.247245,24.839272
1250,60.175239,24.932136
662,60.253889,24.822032
662,60.254382,24.815666
3,60.276947,24.853074
1838,60.285971,24.949101
2406,60.228763,25.064743
3,60.276899,24.853054
1213,60.196658,24.962593
454,60.203058,24.965203
10,60.222056,25.148714
1926,60.17523,24.800839
1113,60.234519,25.032684
1362,60.16485,25.059906
1075,60.188929,24.599105
1832,60.231814,24.943014
1417,60.22981,24.895228
694,60.25088,25.206374
1701,60.249417,24.935356
466,60.327361,25.02516
1287,60.190299,24.741237
414,60.203598,24.965373
1287,60.18935,24.741854
1064,60.203106,24.929997
694,60.249941,25.216589
405,60.152626,24.910491
1064,60.205459,24.925885
1825,60.174389,24.922258
1090,60.270228,25.059964
1022,60.192872,24.744327
1287,60.187506,24.742792
262,60.206408,24.660562
1205,60.230252,25.009518
258,60.154908,24.644524
1083,60.200904,24.944581
1079,60.177404,24.9398
1083,60.200664,24.944565
1205,60.230121,25.006457
1081,60.18171,24.955158
103,60.171067,24.936448
1081,60.181811,24.955427
1405,60.201721,24.78074
97,60.194633,24.945603
928,60.322766,24.868941
1535,60.201014,24.962465
623,60.214835,25.05856
623,60.214718,25.058663
2422,60.352782,25.063302
1017,60.090829,24.388567
623,60.211309,25.059006
292,60.173995,24.949555
1820,60.171839,24.943168
1008,60.162561,24.73875
1111,60.251121,24.832006
2234,60.300498,25.112813
1535,60.197767,24.961636
1165,60.253678,24.826578
1250,60.175534,24.931835
662,60.253993,24.818854
1250,60.174609,24.932797
480,60.224811,24.716923
1838,60.285927,24.948769
19,60.25308,24.993706
19,60.253749,24.994031
1407,60.186667,24.942397
1358,60.168344,25.021288
415,60.281461,25.102124
1348,60.174866,25.042478
946,60.148752,24.642695
946,60.148556,24.6423
1076,60.22355,24.944948
427,60.252233,24.769165
1804,60.188223,24.9636
454,60.203074,24.96562
1019,60.18683,24.93633
1409,60.237531,24.877222
1057,60.182199,24.938595
1075,60.189686,24.601239
694,60.251004,25.209738
1020,60.161772,24.739591
405,60.152251,24.910988
421,60.200712,24.944783
1825,60.173779,24.922518
1020,60.161222,24.740057
1825,60.175866,24.922203
1032,60.214263,24.907677
1090,60.270186,25.059294
407,60.191473,24.924989
1526,60.285301,24.984084
415,60.206929,24.9748
1083,60.200926,24.944574
1216,60.205652,24.661477
1079,60.177716,24.939663
1380,60.277529,25.034861
1108,60.20586,24.962908
1008,60.311169,25.053301
1051,60.203064,24.744333
2422,60.352662,25.065253
447,60.191028,24.908701
932,60.194438,24.768945
1375,60.189922,25.040106
121,60.169797,24.938704
1085,60.177326,24.951823
1240,60.187404,24.913993
1165,60.254252,24.824831
943,60.198725,24.938906
424,60.211334,24.821998
1025,60.138521,24.538567
480,60.224235,24.711909
1404,60.191335,24.904845
15,60.27519,24.749772
1250,60.173803,24.933744
1250,60.174195,24.934777
1098,60.23177,24.934035
457,60.179482,24.950302
2248,60.219891,25.09956
96,60.158013,24.911253
26,60.296396,24.936228
474,60.329914,25.060966
6324,60.976389,25.658388
1212,60.178756,24.94997
1212,60.177598,24.949961
1019,60.18374,24.937839
1218,60.239032,24.708422
466,60.327113,25.024826
1212,60.175932,24.950129
1057,60.180342,24.939404
1832,60.230348,24.942552
10,60.222039,25.148685
1032,60.205958,24.924994
258,60.155406,24.640244
1825,60.173779,24.922519
1539,60.261411,24.806589
1020,60.16141,24.739902
1032,60.208978,24.919104
1068,60.1808,24.938386
1287,60.186762,24.743147
1539,60.258778,24.808318
965,60.211714,24.915388
1083,60.200914,24.944568
1083,60.200907,24.944579
1020,60.160702,24.740418
1117,60.215493,24.883547
194,60.293064,25.043459
20,60.241948,24.981088
1068,60.176974,24.939945
1068,60.176175,24.940158
1008,60.311966,25.053666
638,60.159416,24.787666
1068,60.240281,24.739998
1108,60.205961,24.963199
2422,60.352673,25.065623
1116,60.269653,24.84252
1159,60.164343,24.739653
1372,60.234763,25.019075
1410,60.227201,25.000923
1033,60.303208,25.049504
1410,60.228563,25.012404
1008,60.162668,24.73867
1008,60.162717,24.738632
1820,60.171469,24.943182
1240,60.188738,24.912355
1085,60.176904,24.951245
1410,60.228746,25.013694
986,60.149015,24.666917
943,60.198889,24.940218
1250,60.175298,24.932074
444,60.221413,24.806946
1404,60.191396,24.90131
1250,60.174511,24.935766
457,60.179377,24.950311
1098,60.231748,24.93411
1025,60.277755,24.85252
454,60.203079,24.965354
430,60.15833,24.742483
2260,60.216443,25.096269
1804,60.188978,24.963992
466,60.32518,25.025527
1057,60.185429,24.93703
1417,60.229019,24.89502
1053,60.180543,24.840807
1519,60.269889,24.850917
1417,60.229391,24.895174
1113,60.234507,25.032639
1519,60.269837,24.848345
1362,60.164961,25.059476
694,60.249894,25.217218
694,60.249997,25.220711
1825,60.173569,24.922629
1539,60.260565,24.807131
1079,60.181138,24.938253
1079,60.180458,24.938544
407,60.191474,24.925017
12,60.262936,24.856338
1020,60.16076,24.740377
262,60.206178,24.659271
12,60.261923,24.856397
2258,60.235827,25.084339
1051,60.205613,24.744725
1216,60.204259,24.659561
415,60.206623,24.977065
1005,60.220987,24.909497
1372,60.234245,25.016188
1372,60.234495,25.017391
103,60.170349,24.937846
1375,60.193179,25.035211
447,60.191069,24.908792
1017,60.090724,24.388362
627,60.219805,24.814221
627,60.220386,24.815866
1008,60.161688,24.739936
1057,60.203518,24.89904
470,60.170732,24.945298
1250,60.174444,24.93299
1404,60.191342,24.905324
121,60.171022,24.936972
1407,60.186075,24.940842
26,60.296281,24.938726
23,60.32221,24.84105
439,60.169077,24.947788
1052,60.217141,24.77378
1409,60.238678,24.875698
1053,60.181052,24.844834
1212,60.176812,24.950046
1057,60.18263,24.938406
1519,60.269843,24.848533
256,60.165837,24.615051
1832,60.231954,24.943076
1075,60.189728,24.601342
414,60.203947,24.965563
1019,60.18032,24.939385
1409,60.239657,24.873031
949,60.162677,24.673453
1032,60.205125,24.926665
1526,60.284081,24.983293
1526,60.284166,24.983301
1064,60.209917,24.917099
1022,60.192536,24.744631
1402,60.200282,24.66421
407,60.192307,24.928904
1090,60.269631,25.064735
1020,60.160759,24.740378
1205,60.230528,25.009871
1205,60.230511,25.009872
421,60.200936,24.947282
1083,60.199792,24.945317
1083,60.198732,24.946882
20,60.241672,24.98122
1079,60.176927,24.939974
415,60.206623,24.97651
1008,60.310769,25.053119
1017,60.09072,24.38836
627,60.220412,24.815002
103,60.170214,24.938085
1017,60.091571,24.390546
249,60.378448,25.022787
932,60.194563,24.768585
1162,60.196012,24.929188
1111,60.251993,24.83035
1059,60.243564,24.996239
20,60.237377,24.975344
1111,60.249143,24.835704
1407,60.185678,24.939065
943,60.198835,24.940294
943,60.198907,24.940169
662,60.253906,24.819849
1085,60.1786,24.950513
2234,60.302171,25.117548
444,60.220721,24.808353
925,60.184582,24.96019
3,60.27692,24.85307
6,60.203595,24.965916
2248,60.219705,25.100603
443,60.167294,24.96335
1213,60.196116,24.962754
1074,60.172781,24.940095
457,60.179538,24.950293
1135,60.231535,24.933988
1025,60.277958,24.852545
1926,60.174945,24.803928
1701,60.249647,24.939594
1926,60.174822,24.802858
1804,60.188977,24.963991
1417,60.228678,24.894933
1052,60.217146,24.774191
454,60.20216,24.963828
1096,60.139932,24.66003
1031,60.176061,24.939553
1064,60.203733,24.928908
1539,60.262953,24.805568
1825,60.175336,24.922095
1022,60.19507,24.743513
1216,60.206248,24.661063
1108,60.205402,24.962922
415,60.206928,24.9748
1079,60.177873,24.939596
1081,60.181568,24.954765
6301,60.222701,24.953382
1216,60.204389,24.66062
1526,60.287366,24.988227
1412,60.185279,24.820624
667,60.186918,24.9787
1081,60.182207,24.956493
1111,60.252312,24.829723
1017,60.224098,24.703452
638,60.159767,24.789955
249,60.376792,25.021045
1033,60.30265,25.049237
1008,60.162065,24.739615
932,60.194404,24.769037
1820,60.171686,24.943076
623,60.210234,25.058095
121,60.170158,24.93823
20,60.239615,24.978994
20,60.238924,24.977667
1168,60.286648,24.957603
1168,60.286384,24.95757
932,60.1929,24.773132
458,60.194796,24.871228
1404,60.191328,24.904507
1407,60.185739,24.939485
19,60.25387,24.994064
480,60.224676,24.720032
1330,60.355982,25.13685
1135,60.231511,24.934025
1053,60.181624,24.849194
466,60.324522,25.026532
1113,60.234806,25.034064
6306,60.976412,25.657538
1025,60.279787,24.852775
1052,60.217224,24.776177
1093,60.177104,24.949969
1075,60.188006,24.596494
1701,60.249521,24.936487
694,60.250973,25.20787
1212,60.176523,24.950072
71,60.187528,24.960628
1031,60.176302,24.939536
2258,60.237079,25.088455
1199,60.216537,24.975613
694,60.249974,25.220327
421,60.200639,24.944122
405,60.152139,24.911128
278,60.136108,24.67266
1064,60.207687,24.921527
256,60.167043,24.616646
405,60.151194,24.916254
256,60.16752,24.616411
407,60.192571,24.929205
1079,60.180714,24.938409
965,60.211636,24.915366
949,60.163398,24.671509
1205,60.230123,25.006844
638,60.159196,24.784408
97,60.194446,24.945348
1051,60.205767,24.745196
1405,60.202254,24.778464
292,60.17835,24.949959
1162,60.195815,24.929464
1410,60.228399,25.01084
1017,60.223461,24.689984
1099,60.160809,24.695021
20,60.240084,24.980219
1165,60.25437,24.824473
121,60.170633,24.937535
1111,60.246365,24.840912
444,60.219966,24.807728
6301,60.218113,24.941854
1111,60.245343,24.842765
1111,60.244993,24.843377
1265,60.198864,24.883874
1168,60.285112,24.962608
3,60.276909,24.853065
1098,60.231747,24.934111
1348,60.174722,25.041155
12,60.150089,24.881373
1162,60.195507,24.930016
1926,60.175043,24.804732
9,60.199979,24.933931
1096,60.14119,24.664976
1218,60.238833,24.707196
1409,60.238581,24.875941
979,60.30233,24.955134
1832,60.233101,24.943771
474,60.331684,25.061248
1701,60.249611,24.937697
2260,60.215803,25.093144
2260,60.215771,25.092935
1519,60.269824,24.847788
1832,60.230971,24.942717
1075,60.189707,24.6013
1701,60.249257,24.93369
1218,60.241267,24.713123
463,60.326706,24.716999
1409,60.239244,24.87408
1526,60.284253,24.983312
1539,60.262492,24.805882
1538,60.174661,24.800912
439,60.169135,24.949421
1831,60.195282,24.95499
439,60.169111,24.949506
1090,60.269931,25.062206
667,60.186212,24.968324
965,60.212192,24.915879
1068,60.179738,24.938863
1081,60.181799,24.955397
1004,60.222721,24.709609
667,60.187344,24.975057
1412,60.1857,24.821535
1117,60.214814,24.884065
103,60.170743,24.9372
