vehicle_id,vehicle_latitude,vehicle_longitude
1814,60.213811,24.943407
1814,60.213911,24.943368
116,60.162354,24.939729
1246,60.244422,24.847445
72,60.269303,25.024219
1703,60.295219,25.107626
1232,60.171331,24.926982
2257,60.239404,25.086217
449,60.196087,24.953312
2414,60.236918,25.118888
625,60.243356,24.819763
1382,60.19994,25.031356
427,60.185473,24.961076
1534,60.329313,25.061588
989,60.392036,25.023018
989,60.392105,25.022975
1155,60.155079,24.639719
608,60.210192,25.059354
629,60.205984,24.808518
1701,60.192251,24.951836
639,60.219174,24.808437
1244,60.167243,24.932916
1100,60.273903,24.992214
421,60.179082,24.973017
2257,60.2372,25.080309
1426,60.224202,25.020255
409,60.198396,24.96154
667,60.302026,25.023125
6316,60.531361,25.014995
2,60.196737,24.901288
472,60.332256,25.063945
1366,60.199073,25.040943
1530,60.288306,25.081098
156,60.298198,25.330062
1603,60.344026,25.097983
2240,60.215694,25.092617
1068,60.240994,24.849845
1321,60.262598,24.872307
1038,60.199546,24.933812
436,60.154833,24.645503
463,60.23469,24.717035
1527,60.289443,25.030575
2225,60.323761,25.056992
2242,60.213647,25.083775
1134,60.199733,24.945517
963,60.262917,25.210581
413,60.170475,24.943747
1191,60.231219,25.004172
667,60.186943,24.980687
993,60.292285,25.099677
40,60.23591,24.888718
2209,60.298425,25.04942
6321,60.177058,24.940417
411,60.190615,24.964568
1104,60.179794,24.95042
45,60.210532,25.077278
1033,60.183521,24.744795
1001,60.204612,24.661559
1073,60.333686,25.069199
1036,60.334888,25.06993
25,60.298186,24.89482
423,60.174099,24.952604
927,60.239371,24.845626
1042,60.203288,24.651963
927,60.238746,24.846339
7,60.238343,24.928361
1180,60.312252,24.845646
1081,60.281555,24.856339
1207,60.322467,25.08172
1089,60.227829,24.957665
1091,60.260519,25.084403
1073,60.242779,24.995817
1212,60.201382,24.694466
72,60.165476,24.968857
411,60.218071,24.867293
1811,60.162134,24.791132
1206,60.225457,24.996565
2415,60.229958,25.054123
1001,60.194895,25.037755
959,60.206546,25.037956
1061,60.290099,25.043384
679,60.225179,24.99545
1157,60.184587,24.857382
1358,60.149802,25.041444
1001,60.174048,24.779126
1173,60.26364,24.847686
96,60.207648,24.977838
930,60.174343,24.697205
1341,60.193634,25.034079
1016,60.240257,24.739962
1074,60.182792,24.957393
1341,60.193798,25.033255
422,60.195234,24.974982
1388,60.186046,25.014938
1401,60.207898,24.832373
662,60.161671,24.703832
930,60.193297,24.94925
39,60.239739,25.038885
1232,60.171235,24.927048
411,60.217433,24.868958
449,60.196167,24.953131
1528,60.285841,24.872935
244,60.154573,24.532165
2408,60.237329,25.098154
1274,60.21533,24.898198
1022,60.032934,24.366096
1278,60.174519,24.936448
462,60.214288,24.946011
1369,60.329217,24.863862
2216,60.250213,25.008637
1383,60.192282,25.039867
1402,60.319462,25.03914
2413,60.262211,24.886893
406,60.231051,25.021722
2414,60.202378,25.117194
1079,60.174592,24.732155
228,60.144194,24.562555
966,60.223704,25.079795
1095,60.158963,24.73473
449,60.207539,24.920046
468,60.2047,24.89538
1080,60.35305,25.079732
1924,60.251719,24.948029
1271,60.184267,24.91773
1302,60.302147,25.1174
1108,60.198018,24.901153
1401,60.170351,24.929402
1044,60.217527,24.941251
2242,60.213538,25.083384
266,60.213735,24.653071
1420,60.241948,24.885004
10,60.256462,25.082152
20,60.292034,25.011819
473,60.428516,25.102843
1065,60.185749,24.921533
1079,60.212265,24.955189
1606,60.324871,25.066928
628,60.200565,24.688076
1015,60.196327,24.885817
1405,60.209798,24.658813
1074,60.260352,24.953011
1917,60.22102,24.841178
1146,60.210658,24.888207
53,60.153088,24.880132
53,60.152625,24.880315
1044,60.280743,24.441234
622,60.247377,24.71283
988,60.406991,25.1297
1047,60.188187,24.978062
934,60.167068,24.927379
404,60.18987,24.951775
260,60.214669,24.655906
6311,61.313627,23.754626
1103,60.180047,24.950581
1128,60.18191,24.926947
1100,60.282909,24.972288
2222,60.333673,25.013264
685,60.230021,24.938071
453,60.18808,24.977747
422,60.275225,24.716286
1089,60.166671,24.89661
969,60.228697,24.894816
421,60.179232,24.972609
1018,60.218501,24.893065
1027,60.093948,24.40326
1421,60.204698,24.966461
2241,60.227714,25.085703
433,60.192977,24.964625
1052,60.190104,24.877062
937,60.30779,24.960491
1066,60.241565,24.875678
611,60.232041,24.957063
1068,60.21719,24.763694
2408,60.237155,25.10121
1071,60.220843,24.842384
35,60.221176,25.175521
1037,60.155023,24.709967
624,60.198048,24.969748
1271,60.155993,24.942229
825,60.213302,24.943029
1065,60.384482,25.007793
1053,60.207539,24.78691
932,60.20973,24.731895
414,60.191246,24.924184
466,60.189348,24.948248
462,60.274322,24.813114
105,60.159441,24.954373
1348,60.232206,25.025902
1099,60.167371,24.736119
1151,60.221503,24.862067
1341,60.193946,25.032278
6328,60.716448,24.799271
1093,60.265118,24.982968
1123,60.242161,24.848401
110,60.171522,24.924231
1504,60.181692,24.920246
1386,60.20196,25.062224
1829,60.182409,24.956515
471,60.38727,25.229019
1104,60.149662,24.656041
1180,60.3166,24.847404
637,60.254346,24.73631
1270,60.210147,24.880127
1034,60.153448,24.636278
604,60.234094,24.929843
1422,60.200921,24.882558
1136,60.223346,24.687378
1498,60.240306,25.068819
1088,60.267563,24.995909
15,60.28605,24.852835
146,60.25126,25.204865
1068,60.253984,24.776005
1155,60.154965,24.639505
2204,60.292721,24.993689
1278,60.174482,24.935548
481,60.223735,24.783549
408,60.162665,24.923289
2414,60.202385,25.117211
1056,60.220944,24.885486
1185,60.319204,24.870048
1901,60.305101,24.97653
1040,60.258684,24.834494
74,60.164782,24.943495
30,60.302087,24.95618
1004,60.191895,24.926506
1516,60.19475,24.903317
1080,60.161908,24.705359
1405,60.21013,24.658198
1188,60.180324,24.950996
2244,60.221525,25.081809
463,60.234584,24.716949
2232,60.281585,25.120316
1022,60.297685,25.125604
10,60.25596,25.081875
1071,60.253187,24.724364
1197,60.224027,25.020929
267,60.203145,24.652194
472,60.17743,24.950043
1837,60.240263,24.947596
96,60.157092,24.911864
69,60.281609,25.029049
1015,60.160579,24.694436
628,60.200731,24.689265
1030,60.311888,25.053631
1150,60.206028,24.658671
2415,60.23697,25.118194
1019,60.170184,24.930141
1019,60.170245,24.930339
434,60.187469,24.948436
1916,60.200299,24.94474
1916,60.200148,24.944889
434,60.136092,24.67262
2231,60.29779,25.040149
192,60.355948,24.949444
1394,60.212528,24.727296
2420,60.33536,25.132406
1385,60.183087,25.057751
244,60.08713,24.408554
1097,60.235501,24.970623
14,60.161311,24.891388
247,60.171069,24.942909
107,60.165654,24.943814
444,60.201187,24.699394
444,60.2013,24.698835
1105,60.220794,24.945702
1244,60.168109,24.931627
639,60.219158,24.807946
1212,60.20148,24.697191
411,60.217831,24.867925
431,60.152586,24.731336
667,60.332522,25.060315
1292,60.266331,24.735483
1085,60.186658,24.905876
1009,60.204574,24.659209
97,60.171246,24.925753
2413,60.262198,24.886915
6308,60.406644,25.106807
1018,60.189669,24.876837
472,60.206394,24.919932
1012,60.206675,24.708654
1158,60.172285,24.802338
1143,60.173885,24.933475
1338,60.208007,24.94152
23,60.338521,24.817871
403,60.198073,24.8764
1069,60.242739,24.847453
1114,60.295164,25.038747
1002,60.189904,24.778746
1265,60.193312,24.894256
1826,60.25692,24.879568
1077,60.225964,24.769279
282,60.220456,25.108209
637,60.253875,24.736264
73,60.192025,24.910847
120,60.180604,24.924733
120,60.180281,24.924242
1065,60.173468,24.939839
449,60.196306,24.952744
828,60.177059,24.949876
1357,60.170535,25.079902
1416,60.251095,24.896726
1369,60.329559,24.862798
1365,60.205786,25.046317
18,60.193896,24.935574
116,60.170118,24.938147
1132,60.278239,24.872548
1051,60.270403,24.986207
403,60.16621,24.967655
403,60.166265,24.966621
1006,60.203768,24.945105
1918,60.176222,24.810088
1090,60.191624,24.964474
1901,60.30562,24.975375
1193,60.199412,24.961663
1031,60.259027,24.836454
218,60.219248,24.811487
1086,60.210842,24.952314
60,60.204001,24.966072
488,60.185304,24.6694
1060,60.182376,24.937752
927,60.202973,24.965988
16,60.241279,24.99988
1026,60.217057,24.94047
266,60.213772,24.653039
1211,60.284185,25.120004
636,60.155398,24.74492
679,60.263065,25.069755
76,60.186501,24.947182
193,60.398449,25.042946
1144,60.227635,24.872615
1049,60.1922,24.733263
1056,60.202641,24.92434
1056,60.202598,24.924022
1036,60.3336,25.069091
1110,60.211482,24.977841
465,60.198004,24.933367
1028,60.163108,24.677274
68,60.231363,25.010367
1220,60.246812,24.862926
2231,60.297539,25.040032
1360,60.14881,25.040829
1103,60.179995,24.950528
1099,60.267492,25.013034
12,60.264578,24.805989
436,60.19813,24.925681
1501,60.190741,24.797041
1355,60.168984,25.027699
1523,60.264391,24.842948
664,60.236943,24.808772
1337,60.171163,24.946845
1086,60.264649,24.727253
19,60.241296,24.999934
1016,60.245959,24.750746
1023,60.191215,24.744497
1018,60.218567,24.892873
447,60.178802,24.957472
72,60.165399,24.968987
1398,60.168773,24.931036
1066,60.29419,24.984256
265,60.186281,24.59017
1268,60.191986,24.91065
1249,60.23531,24.871482
992,60.393338,25.101437
992,60.393131,25.101388
1237,60.232712,24.863591
619,60.220132,24.849296
2232,60.191484,24.964728
1040,60.223054,24.954983
76,60.159562,24.955064
1087,60.196749,24.952096
415,60.163621,24.921
977,60.145819,24.704088
465,60.174701,24.950449
1382,60.19914,25.031505
2228,60.327595,25.070558
69,60.198199,24.96154
2228,60.328584,25.071383
1004,60.178897,24.798849
1416,60.251998,24.897087
608,60.209835,25.059018
1426,60.208124,24.941969
1271,60.156524,24.941967
481,60.225153,24.778667
443,60.195471,24.889477
1103,60.355124,25.137166
1065,60.384636,25.008156
1408,60.185308,24.814071
1933,60.207932,24.920712
1933,60.207859,24.919939
452,60.225398,24.751128
1019,60.147089,24.580444
1206,60.182417,24.956563
464,60.169706,24.938776
1261,60.236481,24.847137
1348,60.232701,25.027248
51,60.161185,24.890368
1267,60.219437,24.901189
1093,60.265117,24.982971
1077,60.226007,24.769797
2412,60.255349,24.951373
9,60.191525,24.92581
53,60.163749,24.905767
1007,60.209451,25.057599
1421,60.205295,24.966755
1150,60.220097,24.808571
445,60.162751,24.954997
613,60.204624,24.810988
431,60.153458,24.72927
1930,60.15849,24.765618
1102,60.226682,24.955522
1526,60.280041,24.921042
1002,60.198352,24.876404
1206,60.227776,25.003361
2253,60.211844,25.081514
624,60.196433,24.972619
1006,60.263324,25.029425
1826,60.281722,24.844839
1021,60.332557,25.059818
2414,60.202628,25.11717
1701,60.19189,24.951225
1338,60.193157,25.046254
1116,60.234506,25.033305
22,60.297189,24.916898
472,60.332484,25.063999
1021,60.173336,24.939603
1093,60.171574,24.731752
1026,60.178582,24.798851
1217,60.289231,25.121759
1040,60.258755,24.834696
417,60.192921,24.960254
1070,60.215988,24.7534
1148,60.189422,24.953408
1169,60.208256,24.897864
2252,60.236138,25.085403
2403,60.254661,24.953346
945,60.173938,24.727694
636,60.155294,24.745063
2216,60.236995,25.100155
1805,60.205307,24.89923
1115,60.224376,24.858087
206,60.247375,24.184346
673,60.228143,24.926492
1166,60.221294,24.861745
638,60.16764,24.768806
1003,60.205468,24.876282
465,60.197981,24.933088
934,60.167061,24.927388
1438,60.191344,24.775997
1402,60.209948,24.729818
1039,60.174394,24.933046
1083,60.212541,24.94342
1833,60.199787,25.120857
160,60.25612,25.392876
1393,60.186329,24.915194
989,60.411688,25.09588
1350,60.169061,25.048914
1062,60.202773,24.925351
1411,60.21641,24.955951
1260,60.214642,24.87751
1006,60.265806,25.031663
2218,60.28204,25.080737
406,60.231694,25.023772
433,60.191979,24.964572
613,60.204736,24.809573
2257,60.23839,25.087094
668,60.187337,25.007786
982,60.249236,24.780991
1100,60.292184,25.037159
619,60.22045,24.850406
1417,60.213767,24.958383
1185,60.296978,24.968433
470,60.40576,25.079639
455,60.175285,24.950393
1397,60.18256,24.952036
35,60.221331,25.175482
2218,60.260256,25.085373
21,60.321089,24.828294
1273,60.194051,24.893113
1089,60.221012,24.944999
1225,60.171829,24.923771
1001,60.173978,24.779137
479,60.219769,24.807445
479,60.219548,24.807713
1540,60.201627,24.796058
6321,60.405007,25.106241
1012,60.206673,24.705077
1019,60.146887,24.580018
1206,60.182201,24.956081
466,60.189376,24.948226
960,60.229717,24.883397
960,60.22974,24.883424
1050,60.208432,24.817385
2209,60.292815,25.032267
958,60.165951,24.635276
1083,60.196819,24.951941
1508,60.218626,25.082878
1265,60.193353,24.894159
291,60.254434,24.983827
965,60.30637,24.958983
1006,60.205132,24.736794
446,60.218195,24.966809
431,60.152956,24.729685
1162,60.197535,24.929219
1384,60.191165,25.034031
1087,60.197574,24.950062
415,60.163651,24.919822
1929,60.179663,24.778713
69,60.19768,24.961735
1113,60.17413,24.933242
479,60.21918,24.807684
2251,60.238418,25.109521
1416,60.250914,24.896459
965,60.248514,25.009838
1526,60.322042,25.043784
1224,60.244025,24.865198
1078,60.182942,24.957655
1265,60.207901,24.859667
6324,60.283513,25.040062
667,60.30203,25.023109
2,60.197149,24.901272
1095,60.293594,25.043926
627,60.222349,24.798127
112,60.173687,24.949672
452,60.266436,24.802152
1901,60.305185,24.976383
1214,60.209946,24.968492
623,60.218138,24.867613
139,60.432989,24.851218
1094,60.180194,24.950713
1094,60.179917,24.949992
1115,60.316385,25.002741
1342,60.194332,25.029973
403,60.253409,25.079902
1211,60.283672,25.11966
78,60.167352,24.942244
931,60.174375,24.729337
931,60.198078,24.933258
2416,60.2505,25.009348
19,60.374754,24.837603
25,60.270172,24.758046
1231,60.191617,24.910176
470,60.170457,24.944359
427,60.24296,24.774002
966,60.227571,24.740832
405,60.193103,25.026181
1388,60.188951,25.028823
1075,60.266757,25.098832
1007,60.277296,24.865486
1425,60.205042,24.880802
1032,60.156442,24.726762
1007,60.277537,24.867103
1822,60.286251,24.957723
1533,60.323111,25.038816
1104,60.17947,24.949949
1015,60.269841,24.853819
961,60.214197,24.885559
2407,60.228233,25.071649
1212,60.2677,25.100207
1201,60.177282,24.951835
2421,60.297947,25.04041
627,60.230695,24.919712
828,60.173904,24.949505
1260,60.21457,24.87775
1056,60.219692,24.889568
1112,60.182895,24.925496
6306,60.285089,25.040776
1059,60.225734,24.880729
1053,60.185254,24.861959
1365,60.192489,25.038764
1386,60.193767,25.031434
2222,60.29438,25.038374
1811,60.163226,24.790619
1811,60.162989,24.790765
1811,60.16292,24.790806
946,60.16991,24.75197
2222,60.295236,25.038845
2222,60.295495,25.038989
429,60.182665,24.952287
1528,60.285436,24.872926
1005,60.207156,24.898996
1085,60.186527,24.906026
625,60.242931,24.819054
1826,60.2592,24.877588
605,60.213873,24.881604
1253,60.189243,24.917393
605,60.213943,24.88078
1197,60.215552,24.98056
611,60.232079,24.957914
21,60.321217,24.828846
2218,60.260664,25.086703
157,60.311747,25.347487
1139,60.203785,24.872501
96,60.207751,24.977949
1364,60.178109,25.057785
472,60.20659,24.920203
6305,60.976367,25.65745
414,60.191382,24.924693
426,60.203784,24.650997
1054,60.271461,24.85297
51,60.161216,24.890734
1113,60.193261,24.907533
6,60.193973,24.600348
1029,60.219913,24.945817
6324,60.505199,25.133693
463,60.219738,24.807554
281,60.148955,24.666614
1408,60.230213,24.894984
1408,60.22969,24.895096
1407,60.212041,24.826162
1059,60.22727,24.881198
1059,60.226708,24.880984
9,60.191425,24.925483
928,60.242371,25.018714
2247,60.216828,25.111792
1116,60.206975,24.898933
437,60.200612,24.94368
446,60.190084,24.950583
1079,60.171736,24.681415
430,60.173235,24.691235
64,60.205741,24.967298
1197,60.214867,24.980412
1197,60.214692,24.980282
1526,60.2799,24.919509
439,60.185789,24.951481
157,60.311543,25.345013
1339,60.241926,25.020183
1302,60.246825,25.05996
1065,60.384328,25.009642
6303,60.405689,25.106459
2219,60.293207,24.95267
1105,60.218952,24.945252
224,60.405317,25.140971
1408,60.160317,24.740769
1034,60.153044,24.702133
1121,60.285209,25.060718
6326,60.533841,25.009859
290,60.18013,24.950757
1540,60.184275,24.79539
1095,60.159087,24.7352
421,60.273869,24.749678
414,60.18064,24.949439
1008,60.199652,24.932153
1013,60.353152,25.079771
191,60.187408,24.870956
65,60.26229,25.027002
963,60.263444,25.210572
240,60.535592,25.060552
931,60.19806,24.933163
1293,60.294874,24.739472
619,60.224933,24.898308
427,60.242319,24.773794
940,60.220084,24.86265
940,60.220132,24.862519
673,60.228018,24.926414
2209,60.29836,25.049931
1604,60.352624,25.06697
411,60.190325,24.964567
411,60.190535,24.96458
256,60.166184,24.615626
1828,60.286919,24.957614
912,60.233155,25.047246
2422,60.325426,25.057431
668,60.184123,25.005536
434,60.187467,24.948438
1807,60.28655,24.958258
490,60.135212,24.669936
1069,60.279271,24.780813
1830,60.198853,24.947333
1704,60.31464,25.075653
153,60.27202,25.093426
430,60.158213,24.913138
1002,60.200063,24.755177
1052,60.25148,24.897096
1042,60.203261,24.651994
1833,60.199794,25.121214
1833,60.199902,25.121722
244,60.086024,24.407801
1053,60.187876,24.666983
17,60.324753,25.025529
1153,60.191439,24.900701
482,60.17912,24.681853
2247,60.209036,25.075437
1428,60.208232,24.904094
629,60.217839,24.835511
1105,60.22043,24.945578
448,60.22968,24.76839
1021,60.332197,25.060325
1068,60.253778,24.775264
1001,60.198775,25.040992
286,60.220419,24.945606
445,60.162051,24.956069
249,60.295664,24.984441
407,60.174372,24.950316
1528,60.284652,24.872931
1360,60.1922,25.038881
1211,60.207187,24.661277
1908,60.224833,24.952411
146,60.252484,25.201304
1822,60.307334,24.959563
977,60.145487,24.703187
691,60.256661,25.196965
57,60.160305,24.881292
14,60.157381,24.862952
55,60.149866,24.881562
954,60.202562,24.66219
7,60.293537,25.044107
608,60.209796,25.05898
1161,60.190331,24.958062
1161,60.190357,24.957962
157,60.311759,25.346094
1278,60.174309,24.938659
1907,60.184701,24.804578
1365,60.206148,25.045317
1933,60.207851,24.920078
78,60.186504,24.950257
115,60.170101,24.939009
1078,60.210723,24.951999
266,60.221515,24.665805
979,60.21749,25.08352
1221,60.230304,24.894745
447,60.170373,24.941077
1044,60.256324,24.829651
1207,60.220293,24.98985
2247,60.217014,25.112066
2209,60.292786,25.032603
1071,60.208826,25.063064
1006,60.205009,24.737271
1432,60.219659,24.910362
953,60.174804,24.804057
980,60.161991,24.717882
1270,60.210664,24.880518
1398,60.168789,24.930924
1127,60.214443,24.884225
1268,60.191839,24.911012
1378,60.202026,25.044597
1811,60.160823,24.790146
244,60.154567,24.532202
625,60.243749,24.820276
434,60.191926,24.937264
471,60.182326,24.956524
1416,60.251124,24.896761
439,60.186013,24.951402
629,60.205827,24.808525
1018,60.188223,24.874915
1021,60.332729,25.059523
448,60.229276,24.766229
258,60.190197,24.607848
1048,60.226078,24.89562
97,60.208194,24.892845
414,60.180643,24.949441
1193,60.199196,24.961613
16,60.27003,25.057476
1004,60.19164,24.925277
605,60.21745,24.819825
468,60.204734,24.895205
1242,60.165077,24.932294
1077,60.21662,24.756305
1010,60.353208,25.137205
603,60.208582,25.064088
1190,60.171318,24.947382
191,60.1877,24.872846
451,60.243573,24.81981
1050,60.180982,24.93832
1019,60.115007,24.444538
6051,60.97622,25.657171
2237,60.340076,25.105063
1038,60.199365,24.93393
240,60.535651,25.060585
1134,60.199647,24.945643
1115,60.224306,24.858563
2246,60.219613,25.100837
473,60.428497,25.102425
262,60.152591,24.634939
1388,60.188902,25.029091
1030,60.311374,25.053396
76,60.186501,24.947179
193,60.398515,25.042612
1542,60.203446,24.760844
1238,60.181035,24.921001
1074,60.259974,24.95335
930,60.204287,24.917982
1028,60.224176,24.704979
949,60.168413,24.642314
1015,60.26984,24.853819
245,60.278461,24.426419
430,60.167613,24.735726
430,60.158249,24.913371
1294,60.23364,24.602925
611,60.226307,25.007296
1059,60.218553,24.892354
623,60.229771,24.813803
1523,60.26424,24.843036
1153,60.191504,24.899971
2259,60.219698,25.074315
1234,60.253897,24.825993
627,60.230744,24.919878
1069,60.383095,25.276745
438,60.155485,24.640939
438,60.155369,24.641503
1803,60.313588,24.852991
1089,60.166995,24.899747
1805,60.244825,24.925131
2411,60.261699,24.966165
1200,60.240781,24.997884
930,60.19421,24.947208
1930,60.158232,24.766785
1918,60.168456,24.803095
2218,60.260325,25.085815
1061,60.291105,25.044078
678,60.241679,24.926891
1822,60.30738,24.959564
69,60.197737,24.961719
608,60.209714,25.058913
1160,60.186846,24.867238
1228,60.193788,24.905423
157,60.311741,25.345939
1101,60.21289,24.943714
1017,60.176237,24.800041
85,60.165248,24.96888
1346,60.192732,25.03805
1031,60.309165,25.05218
297,60.235787,24.832905
256,60.169076,24.613896
1924,60.198661,24.94702
1221,60.230345,24.89464
1076,60.174992,24.950456
1083,60.197373,24.950613
432,60.167404,24.942192
2229,60.195015,24.963029
2407,60.264418,24.88086
2227,60.292509,25.043491
249,60.294162,24.983025
1237,60.231223,24.866282
430,60.173183,24.690835
470,60.408038,25.079434
1102,60.226952,24.956078
465,60.174654,24.950455
1416,60.250931,24.896483
1918,60.170636,24.802464
1089,60.220413,24.945154
1068,60.254155,24.776668
1302,60.24556,25.057803
1933,60.208243,24.919106
1226,60.170246,24.928683
1116,60.234456,25.033141
483,60.158642,24.645335
1100,60.274519,24.991679
116,60.170148,24.938109
1173,60.246936,24.885249
2257,60.237383,25.079814
1049,60.187317,24.742847
432,60.15354,24.469657
481,60.224348,24.810532
1072,60.170234,24.65702
1021,60.173627,24.93954
1040,60.258701,24.834545
16,60.270106,25.058414
290,60.180622,24.952137
297,60.212726,24.653772
1208,60.219474,24.978731
2240,60.215907,25.093943
2225,60.323652,25.057588
927,60.202975,24.96579
87,60.186553,24.950492
1274,60.232958,24.889426
964,60.19375,25.031271
1197,60.223998,25.021058
266,60.21378,24.653031
472,60.177131,24.950149
1344,60.251446,25.008304
178,60.321834,24.874821
992,60.354862,25.000519
1505,60.212371,24.916192
1805,60.205399,24.899224
1200,60.183227,24.958388
1139,60.181607,24.920364
2415,60.236959,25.117846
61,60.278753,25.028829
1332,60.329229,25.061493
1056,60.202498,24.92323
1073,60.333515,25.069084
260,60.214976,24.656921
1810,60.185932,24.832263
5,60.248351,24.924723
1008,60.226148,24.90038
12,60.264983,24.806331
458,60.197935,24.877326
1084,60.195378,24.955423
1394,60.212542,24.727229
1052,60.251525,24.897102
2258,60.238873,25.086327
1018,60.211054,24.887575
935,60.151132,24.692257
935,60.151637,24.693514
2210,60.263837,24.857623
6308,60.221558,24.950104
1064,60.1752,24.95017
1553,60.168724,24.786638
1234,60.254191,24.825121
1386,60.193824,25.030763
1100,60.274757,24.991459
258,60.189618,24.60867
6306,60.283794,25.040186
1116,60.234817,25.034575
2414,60.203354,25.117004
1020,60.164955,24.736836
120,60.181087,24.925786
446,60.218261,24.96638
1200,60.240782,24.997888
1392,60.205736,24.681714
930,60.194549,24.946399
461,60.213276,24.943353
1102,60.226531,24.955282
1830,60.289901,24.955518
25,60.303555,24.956583
64,60.204061,24.966193
678,60.241765,24.926816
1384,60.191286,25.034094
434,60.192221,24.936462
1408,60.186174,24.812639
1160,60.18694,24.867926
481,60.224925,24.779245
1416,60.251155,24.896792
416,60.184844,24.932834
1933,60.207856,24.920336
1015,60.152451,24.665015
1032,60.181953,24.745341
1199,60.20433,24.965968
12,60.25919,24.856265
406,60.264335,25.070741
1135,60.180289,24.95119
1030,60.182228,24.938452
1804,60.321603,25.045522
6,60.274058,25.044487
447,60.170371,24.941064
1539,60.255342,24.80981
1814,60.213627,24.943476
1091,60.274406,25.044258
2229,60.194339,24.963607
1232,60.171134,24.927091
454,60.160716,24.908012
2257,60.239319,25.086211
2248,60.224551,25.097957
260,60.17944,24.664817
1001,60.173417,24.779229
1384,60.191182,25.03402
1830,60.290248,24.952577
1066,60.241787,24.876106
2408,60.23732,25.09826
1274,60.215361,24.898175
1278,60.174505,24.936061
477,60.234138,24.930605
1070,60.208171,24.89886
1043,60.235689,24.725195
1265,60.207719,24.858823
72,60.187613,24.961209
2433,60.251792,25.007528
1053,60.269059,25.033517
1113,60.185434,24.921936
476,60.225958,25.11891
467,60.187617,24.960489
1012,60.178433,24.773829
1034,60.153078,24.701494
1433,60.196634,24.972352
1087,60.174015,24.950423
1077,60.182205,24.928962
110,60.15782,24.936153
104,60.194816,24.94585
297,60.213152,24.653399
1034,60.205208,24.755341
2240,60.215637,25.092243
1340,60.175793,24.808461
1435,60.231775,25.057963
1205,60.188282,24.963427
1417,60.233321,24.890931
1080,60.353623,25.079999
1157,60.153763,24.662917
1356,60.169022,25.016341
626,60.209424,25.073824
626,60.209463,25.07395
613,60.178613,24.832225
248,60.410089,25.078695
1344,60.25146,25.008293
236,60.379658,24.988491
1115,60.224209,24.859112
1293,60.294817,24.739603
1539,60.263185,24.870525
2260,60.212226,25.081988
1837,60.239142,24.947697
1505,60.212562,24.91637
1055,60.160759,24.704655
1837,60.238352,24.947594
679,60.263311,25.069166
1121,60.285668,25.059387
1064,60.211275,24.724387
1116,60.253847,24.822579
1917,60.220821,24.840044
971,60.222696,24.965054
6321,60.176711,24.940562
831,60.404007,24.994291
1073,60.332645,25.068473
1914,60.190629,24.910992
465,60.19808,24.933982
949,60.168407,24.642418
1810,60.186089,24.83243
436,60.198247,24.925607
1084,60.195525,24.955097
629,60.240448,24.741212
989,60.411493,25.095862
1064,60.176018,24.95012
39,60.232257,24.884369
1102,60.196394,24.952995
444,60.201026,24.699873
444,60.201363,24.698433
1147,60.181121,24.927837
1811,60.163056,24.790725
1048,60.162629,24.73831
1826,60.26043,24.876816
1422,60.202855,24.881476
76,60.159517,24.954803
1384,60.191332,25.034098
14,60.157262,24.863197
1157,60.184603,24.857427
606,60.230147,24.997924
1009,60.204241,24.659557
157,60.311715,25.345783
1383,60.192288,25.038959
1031,60.234783,24.71877
18,60.30201,24.955658
1522,60.291696,25.041436
1078,60.210825,24.952262
1030,60.180913,24.938986
1272,60.185917,24.915742
6301,60.404439,25.106356
256,60.169077,24.613899
406,60.26525,25.071316
436,60.169168,24.604507
1380,60.212959,25.039239
276,60.156438,24.631944
1914,60.26972,24.841364
1913,60.238608,24.897045
1390,60.194469,25.031062
431,60.152561,24.730466
445,60.163111,24.954474
94,60.188706,24.963749
94,60.188226,24.963455
411,60.217381,24.869096
120,60.18023,24.924183
2232,60.193107,24.964786
1361,60.242116,25.019696
1347,60.277545,25.03477
1271,60.155746,24.942346
1922,60.194129,24.769997
1416,60.250902,24.896441
1098,60.20569,24.756691
624,60.170783,24.943155
403,60.166269,24.966459
281,60.170807,24.595696
59,60.168233,24.928567
606,60.232044,24.956828
1303,60.27795,25.07888
71,60.257243,24.999195
616,60.215689,24.874483
1038,60.199609,24.933789
626,60.209499,25.07408
1271,60.184187,24.91782
2237,60.340656,25.105425
1053,60.185085,24.86097
1374,60.186331,25.043499
1011,60.404156,25.106453
446,60.196356,24.928828
1534,60.196586,24.962622
940,60.220096,24.862618
1200,60.183417,24.958642
1146,60.211158,24.887722
1012,60.202433,24.642462
61,60.278581,25.029917
1828,60.286732,24.957622
5,60.269791,24.848554
148,60.375358,25.26742
1103,60.180182,24.950888
1099,60.267627,25.014303
458,60.197972,24.877137
1016,60.2422,25.108776
1039,60.155485,24.727526
160,60.256122,25.392876
1523,60.26468,24.842846
980,60.152529,24.63507
8,60.189798,24.608418
2255,60.215817,25.105719
1206,60.243205,24.996432
1086,60.264591,24.726748
1330,60.174935,24.95042
2215,60.229685,25.05562
1098,60.206271,24.755381
1826,60.281785,24.844059
447,60.178404,24.957528
2232,60.281539,25.120583
1092,60.285583,24.961631
469,60.174642,24.932825
2222,60.294732,25.038555
668,60.186766,25.007326
603,60.20909,25.071561
2422,60.294247,25.084955
1249,60.235304,24.871799
1112,60.259718,24.856844
1021,60.123844,24.442023
244,60.154576,24.532143
